account_id,customer_id,branch_id,account_type,opening_date,current_balance,account_status
502418,109942,6,Savings,2025-12-31,105330.04,Active
502419,106104,21,Savings,2025-01-13,199065.46,Active
502420,106022,32,Salary,2024-10-29,83013.4,Active
502421,107715,34,Premium,2020-12-18,62897.89,Active
502422,106497,36,Current,2018-02-28,20566.44,Active
502423,105629,34,Savings,2022-12-23,199094.75,Active
502424,103744,26,Savings,2017-10-21,137118.9,Active
502425,105820,32,Savings,2024-12-05,27729.73,Active
502426,101034,39,Current,2018-05-11,63438.21,Active
502427,102562,38,Savings,2023-03-09,64601.42,Active
502428,106741,7,Current,2017-08-14,225857.35,Active
502429,106039,36,Current,2024-06-29,139704.28,Active
502430,108569,19,Savings,2020-12-11,335863.75,Active
502431,103585,23,Premium,2020-01-18,151435.17,Active
502432,100327,7,Savings,2025-11-09,17586.72,Active
502433,102753,24,Savings,2025-06-12,89939.27,Active
502434,109045,26,Current,2025-07-26,225696.42,Active
502435,101548,4,Current,2019-06-21,168393.09,Dormant
502436,107498,14,Savings,2023-06-27,18650.89,Active
502437,108507,23,Savings,2018-12-19,30415.82,Active
502438,103861,30,Current,2018-02-05,93216.3,Active
502439,100656,34,Current,2022-02-15,320900.28,Active
502440,107635,25,Savings,2020-02-20,182940.5,Active
502441,109909,5,Savings,2022-05-13,19164.6,Active
502442,106201,7,Salary,2022-03-07,28809.51,Active
502443,102451,29,Savings,2024-06-30,42238.7,Active
502444,106991,17,Salary,2017-10-03,14394.86,Active
502445,106255,3,Current,2023-01-19,56056.97,Active
502446,102058,21,Premium,2017-04-27,81592.14,Active
502447,107939,9,Premium,2020-05-23,88213.28,Active
502448,106813,10,Salary,2019-01-11,71755.67,Active
502449,105868,9,Savings,2024-06-26,69089.47,Active
502450,100019,36,Savings,2023-11-06,120333.87,Active
502451,102345,1,Salary,2023-01-15,67908.59,Active
502452,102132,26,Current,2019-04-22,240256.32,Active
502453,102329,29,Savings,2025-09-13,200948.29,Active
502454,102170,33,Savings,2025-03-02,134489.19,Active
502455,109944,35,Current,2018-01-14,105043.24,Active
502456,107964,18,Salary,2020-03-04,115137.2,Active
502457,106132,14,Salary,2018-12-10,144113.31,Active
502458,102110,15,Savings,2023-08-28,461898.57,Active
502459,104843,24,Savings,2022-06-18,33399.54,Active
502460,104392,1,Current,2018-05-02,46654.44,Active
502461,104099,20,Savings,2024-02-23,379155.94,Active
502462,108731,37,Current,2025-04-08,57441.19,Active
502463,101125,13,Savings,2025-04-25,7103.97,Active
502464,104735,25,Savings,2024-06-17,70301.4,Active
502465,107222,30,Savings,2020-10-01,193907.64,Closed
502466,107892,24,Savings,2024-07-17,152737.31,Active
502467,106496,26,Salary,2019-12-02,66513.64,Active
502468,102666,10,Salary,2025-10-02,76160.87,Active
502469,106974,5,Premium,2021-02-02,168147.29,Active
502470,103695,32,Salary,2018-01-27,84497.69,Active
502471,105545,9,Salary,2019-08-22,50454.24,Closed
502472,104270,38,Current,2024-05-09,63391.08,Active
502473,107845,1,Salary,2021-03-03,78603.09,Active
502474,107822,6,Savings,2021-01-10,203154.34,Active
502475,104499,38,Savings,2025-11-01,46926.4,Active
502476,109861,34,Savings,2025-05-03,41903.39,Active
502477,104648,19,Savings,2019-07-13,67581.18,Active
502478,102545,26,Current,2025-02-13,40340.02,Active
502479,100771,18,Savings,2017-03-21,196565.36,Active
502480,103486,32,Current,2019-08-31,39347.71,Active
502481,101255,1,Salary,2017-04-10,1812335.69,Dormant
502482,104967,15,Savings,2018-01-12,62517.35,Active
502483,107642,7,Savings,2021-02-24,70420.91,Active
502484,108080,26,Current,2018-05-28,36585.91,Active
502485,100253,27,Salary,2020-01-07,125577.08,Active
502486,107442,30,Savings,2022-03-12,23412.78,Active
502487,104546,16,Premium,2020-01-26,31847.41,Active
502488,105525,30,Premium,2025-10-06,52690.74,Active
502489,100360,27,Savings,2022-08-14,149089.85,Active
502490,103745,20,Current,2021-07-31,32582.03,Active
502491,107190,1,Current,2025-07-20,63587.53,Dormant
502492,105852,20,Savings,2020-05-24,2695109.04,Active
502493,108390,24,Savings,2018-11-25,17592.9,Active
502494,108532,21,Savings,2018-09-26,60163.28,Active
502495,103652,21,Savings,2021-03-29,203342.95,Active
502496,108171,31,Premium,2021-05-01,409060.01,Active
502497,101714,9,Current,2017-12-29,64101.59,Active
502498,109592,16,Current,2021-05-04,103643.4,Active
502499,102947,22,Savings,2017-08-24,111512.83,Active
502500,104179,38,Savings,2021-08-04,90149.3,Active
502501,103290,22,Savings,2017-08-12,28556.84,Active
502502,108916,15,Savings,2020-02-04,16340.38,Active
502503,106060,19,Salary,2024-03-28,29334.87,Active
502504,108051,8,Current,2022-04-24,224415.94,Active
502505,108721,9,Savings,2024-01-02,141853.94,Dormant
502506,107966,38,Salary,2018-09-03,209041.11,Active
502507,103374,8,Savings,2017-03-22,61691.07,Active
502508,105800,36,Savings,2019-05-12,52132.47,Active
502509,101181,23,Current,2021-04-08,59961.94,Active
502510,109099,30,Savings,2022-03-01,27706.37,Active
502511,107128,14,Premium,2018-02-22,46861.39,Active
502512,105814,7,Current,2024-11-02,69826.75,Active
502513,105268,4,Salary,2019-02-28,60026.25,Active
502514,101132,18,Savings,2019-06-09,29675.73,Active
502515,104784,25,Savings,2021-11-21,56820.58,Active
502516,107013,8,Premium,2019-04-23,245541.4,Active
502517,106330,3,Salary,2020-09-29,73496.45,Active
502518,104561,33,Current,2017-12-23,70947.39,Active
502519,107967,39,Salary,2018-08-28,119609.87,Active
502520,109076,29,Savings,2019-12-25,55892.27,Active
502521,100065,14,Savings,2025-09-17,1035072.72,Active
502522,104279,4,Savings,2024-11-22,112165.29,Active
502523,101816,6,Salary,2024-07-23,121351.86,Active
502524,102142,38,Savings,2021-02-19,66941.56,Closed
502525,103581,8,Salary,2025-08-14,104537.32,Active
502526,105403,35,Savings,2022-11-23,31403.78,Active
502527,104203,2,Current,2022-09-26,149596.63,Active
502528,107099,31,Savings,2021-11-30,636462.45,Active
502529,106973,29,Savings,2022-09-22,68472.45,Active
502530,102606,5,Savings,2020-08-19,146650.07,Active
502531,103850,16,Premium,2022-01-20,104373.92,Active
502532,106681,34,Premium,2023-10-19,286751.01,Active
502533,109705,38,Savings,2020-09-03,562790.23,Active
502534,103072,9,Savings,2024-10-01,186987.71,Active
502535,104859,5,Current,2018-10-23,169897.06,Active
502536,100286,5,Savings,2017-11-06,110718.27,Active
502537,108181,40,Savings,2023-02-12,58513.77,Active
502538,100379,1,Savings,2025-05-07,89151.92,Active
502539,101347,11,Savings,2022-01-02,64240.97,Active
502540,102817,19,Savings,2021-06-14,24211.74,Active
502541,105337,22,Salary,2019-08-03,223109.36,Active
502542,108662,9,Savings,2020-07-12,86663.28,Active
502543,100319,26,Savings,2024-11-05,267954.59,Active
502544,102451,29,Current,2018-05-07,120193.01,Active
502545,102290,31,Current,2023-10-06,308591.31,Active
502546,103966,17,Salary,2025-12-06,218548.27,Active
502547,104797,5,Savings,2018-06-17,380225.32,Active
502548,107987,39,Premium,2021-09-14,201199.97,Closed
502549,107636,14,Current,2025-06-25,110932.42,Active
502550,107893,20,Savings,2018-09-27,33731.5,Closed
502551,106128,28,Savings,2020-12-13,104293.46,Active
502552,109191,11,Current,2025-08-26,22779.77,Active
502553,106778,8,Current,2023-02-17,103188.43,Active
502554,105651,6,Savings,2020-10-28,118770.78,Active
502555,104735,30,Savings,2024-02-19,45293.22,Active
502556,102660,16,Salary,2022-10-17,76820.02,Active
502557,100124,8,Current,2023-05-02,604719.38,Active
502558,109365,36,Premium,2024-10-19,81371.4,Active
502559,101650,29,Salary,2018-11-08,204002.91,Active
502560,100138,34,Salary,2022-04-07,62036.7,Active
502561,106881,17,Savings,2024-02-24,225066.1,Dormant
502562,100489,12,Savings,2023-11-05,271469.67,Active
502563,104715,24,Salary,2023-11-23,122893.59,Active
502564,107274,25,Savings,2018-02-18,268906.66,Active
502565,102732,26,Salary,2026-01-04,428194.2,Active
502566,107818,17,Savings,2018-06-25,12115.63,Active
502567,103764,37,Savings,2020-01-13,34939.65,Active
502568,105741,7,Savings,2017-11-02,92563.65,Active
502569,104286,30,Savings,2019-07-14,35755.8,Active
502570,102675,32,Savings,2024-07-25,310990.76,Active
502571,103033,17,Premium,2024-07-23,56298.45,Active
502572,106176,28,Savings,2022-12-29,28157.28,Active
502573,106811,13,Savings,2019-04-20,87445.0,Active
502574,102808,40,Savings,2019-03-13,116148.85,Active
502575,103367,20,Savings,2018-01-05,155025.7,Active
502576,105444,31,Current,2017-01-18,50841.43,Active
502577,104596,33,Savings,2020-04-03,101266.03,Active
502578,107164,30,Savings,2024-08-26,24301.02,Active
502579,107684,3,Premium,2019-05-27,102744.08,Dormant
502580,109543,33,Salary,2023-11-02,91542.06,Active
502581,105566,39,Current,2017-07-08,78943.87,Active
502582,100651,10,Savings,2022-07-26,104519.75,Active
502583,106230,31,Salary,2019-02-20,47625.43,Closed
502584,109672,29,Savings,2022-04-17,144851.61,Active
502585,103043,18,Savings,2020-07-17,78441.28,Active
502586,106826,4,Savings,2018-07-28,20151.23,Active
502587,101629,13,Savings,2018-07-23,41805.23,Active
502588,103329,21,Savings,2022-01-01,113857.98,Active
502589,103290,8,Salary,2019-01-22,1764754.05,Active
502590,107981,27,Savings,2023-10-20,114916.63,Dormant
502591,105864,3,Current,2017-06-21,14555.42,Active
502592,101804,11,Savings,2020-10-30,18562.11,Active
502593,105182,8,Savings,2022-03-05,68344.57,Dormant
502594,109537,38,Savings,2018-08-17,241990.75,Dormant
502595,108233,23,Current,2019-03-25,180018.88,Active
502596,109776,4,Current,2024-06-02,364092.17,Active
502597,104504,34,Current,2025-08-20,13888.05,Active
502598,103310,34,Savings,2023-12-23,33244.07,Active
502599,105833,34,Savings,2020-08-07,29914.22,Active
502600,106476,33,Savings,2023-06-07,25896.26,Active
502601,109135,4,Savings,2021-02-17,33675.77,Active
502602,107436,3,Current,2025-07-31,77033.02,Active
502603,104973,35,Savings,2025-12-02,172154.46,Active
502604,107004,8,Savings,2024-09-21,14684.85,Active
502605,106522,30,Savings,2018-11-19,105063.02,Active
502606,103877,21,Savings,2020-07-12,202555.59,Active
502607,105042,20,Savings,2024-10-09,118297.75,Active
502608,102206,32,Savings,2024-04-23,66872.4,Active
502609,102216,10,Savings,2017-02-26,206999.79,Closed
502610,105263,2,Savings,2021-05-23,60598.05,Active
502611,104875,7,Savings,2018-12-03,144539.84,Active
502612,106237,36,Premium,2021-05-23,35409.97,Active
502613,105410,25,Savings,2025-02-24,314827.41,Active
502614,104215,19,Current,2018-03-09,83170.87,Active
502615,104324,25,Current,2025-08-16,45229.2,Active
502616,104107,28,Savings,2020-02-20,17928.01,Active
502617,101722,7,Savings,2019-08-20,10445.83,Active
502618,109080,28,Savings,2024-01-27,132828.71,Active
502619,104412,3,Premium,2025-01-25,55688.32,Active
502620,100345,19,Savings,2017-06-13,152446.73,Active
502621,108390,1,Savings,2025-06-18,82553.65,Active
502622,105727,21,Current,2020-03-16,136779.83,Active
502623,105105,25,Premium,2024-07-14,35080.87,Active
502624,107664,33,Current,2019-03-29,110608.34,Active
502625,108888,2,Current,2022-06-14,145790.5,Active
502626,108725,34,Salary,2024-12-11,20525.25,Active
502627,100286,26,Salary,2020-04-15,392977.56,Active
502628,105998,4,Savings,2022-05-09,215831.95,Active
502629,100303,15,Salary,2023-10-09,194235.71,Dormant
502630,107621,20,Premium,2021-11-22,147864.59,Active
502631,101363,29,Savings,2025-06-30,236120.9,Active
502632,104619,9,Current,2018-04-07,113273.1,Active
502633,102804,11,Savings,2024-04-21,33324.8,Active
502634,107513,37,Savings,2018-11-01,223874.43,Active
502635,102888,24,Savings,2021-06-29,795555.07,Active
502636,104828,10,Current,2018-09-30,53859.23,Active
502637,107261,17,Savings,2025-07-25,114910.9,Active
502638,105035,28,Savings,2024-07-04,25669.81,Active
502639,101303,34,Current,2023-06-28,134344.27,Active
502640,100967,32,Current,2025-01-17,89273.85,Active
502641,100683,15,Savings,2018-03-15,103178.37,Active
502642,105119,17,Salary,2020-03-14,156824.6,Active
502643,103641,8,Savings,2017-10-16,52908.04,Active
502644,102956,24,Savings,2024-03-06,151685.12,Active
502645,104916,33,Savings,2019-12-29,284873.41,Active
502646,101466,3,Savings,2019-10-08,35092.59,Active
502647,105916,1,Current,2017-02-01,51006.18,Active
502648,101023,18,Salary,2019-06-23,50002.68,Active
502649,107730,29,Savings,2020-06-15,112107.65,Active
502650,105990,17,Premium,2025-11-16,101149.22,Active
502651,108406,21,Savings,2021-12-07,136581.28,Active
502652,102022,33,Salary,2018-12-07,33559.15,Active
502653,105576,19,Savings,2021-06-15,25214.36,Active
502654,104627,31,Premium,2025-06-12,54888.24,Active
502655,106173,29,Salary,2019-06-28,340314.15,Active
502656,105198,18,Salary,2018-07-17,58591.89,Active
502657,109285,15,Savings,2023-03-21,53377.22,Active
502658,103871,6,Savings,2020-05-10,51491.58,Active
502659,103610,32,Savings,2019-11-15,58383.71,Active
502660,105081,25,Current,2017-10-04,74472.37,Active
502661,103832,37,Premium,2019-08-17,60781.26,Active
502662,100842,40,Salary,2019-10-20,36847.66,Active
502663,100558,35,Premium,2021-12-24,50440.34,Active
502664,108604,25,Premium,2024-01-15,79561.75,Active
502665,105022,13,Salary,2021-09-26,33407.56,Active
502666,105796,27,Salary,2023-05-20,126259.86,Active
502667,100906,32,Current,2018-04-10,27743.97,Closed
502668,104304,7,Savings,2021-04-24,39851.66,Active
502669,103342,4,Premium,2022-07-29,121466.46,Active
502670,108162,37,Current,2024-10-31,162459.34,Active
502671,105110,20,Savings,2020-04-28,31400.44,Active
502672,103904,21,Salary,2019-05-03,38790.66,Active
502673,109601,22,Savings,2020-02-12,218379.37,Active
502674,107402,33,Savings,2025-03-10,162047.9,Active
502675,102414,7,Savings,2020-06-03,402487.05,Active
502676,107078,14,Savings,2020-05-23,69401.77,Active
502677,109495,5,Savings,2025-02-16,1254770.82,Active
502678,103430,10,Current,2017-01-04,36630.2,Active
502679,107792,3,Salary,2019-10-24,24045.67,Active
502680,107454,31,Savings,2025-01-05,71299.72,Active
502681,106734,6,Savings,2022-06-01,35032.47,Active
502682,104963,37,Salary,2020-11-13,69969.3,Active
502683,102704,2,Savings,2017-09-20,66382.65,Active
502684,108311,24,Salary,2023-02-16,99517.36,Closed
502685,108907,32,Current,2022-03-03,25179.23,Active
502686,107605,14,Savings,2021-03-15,37402.49,Active
502687,103667,28,Savings,2023-09-06,293736.4,Active
502688,104639,39,Savings,2019-12-22,50382.77,Active
502689,109639,5,Salary,2019-05-08,34697.4,Active
502690,109724,1,Salary,2020-12-03,97064.49,Active
502691,108533,37,Savings,2025-10-10,20769.64,Dormant
502692,106748,30,Savings,2019-04-30,35361.64,Active
502693,104578,29,Savings,2023-02-04,31312.71,Active
502694,107113,25,Savings,2023-02-18,38436.09,Dormant
502695,108315,30,Salary,2020-04-27,30345.52,Closed
502696,109585,32,Savings,2022-06-11,203806.64,Active
502697,100759,30,Savings,2022-09-21,193501.27,Active
502698,102248,40,Savings,2017-09-12,211428.94,Active
502699,104511,20,Salary,2019-06-23,84866.43,Active
502700,103007,37,Salary,2021-06-26,395690.1,Active
502701,100428,1,Salary,2024-02-29,267762.84,Active
502702,107643,3,Savings,2017-08-22,227665.95,Active
502703,107239,14,Savings,2024-04-09,61833.72,Active
502704,108104,31,Savings,2021-03-28,305957.25,Dormant
502705,102031,34,Salary,2022-08-22,120847.53,Active
502706,108041,16,Salary,2020-10-06,79111.02,Active
502707,103288,12,Current,2022-05-16,229142.58,Closed
502708,107128,31,Savings,2022-08-25,45134.76,Active
502709,109403,24,Savings,2020-10-03,111672.2,Active
502710,102945,35,Current,2018-03-28,87749.66,Active
502711,104427,24,Savings,2019-07-22,53006.62,Active
502712,102318,2,Savings,2017-07-28,747696.59,Closed
502713,105956,39,Salary,2021-02-19,65418.78,Active
502714,104340,3,Savings,2019-01-28,163545.43,Active
502715,103041,39,Salary,2018-02-06,196649.74,Active
502716,106270,37,Premium,2021-12-14,18551.16,Dormant
502717,105661,23,Salary,2025-10-14,35673.25,Active
502718,102798,26,Savings,2018-04-13,56141.18,Active
502719,101784,32,Savings,2021-08-04,169639.19,Active
502720,108073,13,Current,2021-10-11,54626.1,Active
502721,104192,7,Salary,2023-09-12,75849.68,Active
502722,102176,26,Savings,2025-09-23,37902.09,Active
502723,105026,18,Savings,2021-08-30,39425.34,Active
502724,104651,23,Savings,2025-02-08,323463.38,Active
502725,103300,5,Premium,2024-08-30,43253.06,Active
502726,100493,8,Salary,2024-11-15,209145.14,Active
502727,106158,35,Salary,2022-03-15,91741.06,Active
502728,109172,15,Savings,2018-11-23,97750.07,Active
502729,107207,29,Salary,2019-09-11,19618.19,Active
502730,107269,28,Savings,2021-03-12,179654.71,Active
502731,102438,3,Savings,2020-07-29,185047.64,Active
502732,101275,1,Current,2021-04-05,198878.84,Active
502733,108292,34,Savings,2017-02-08,74884.04,Active
502734,104246,8,Salary,2024-12-19,186488.58,Dormant
502735,104036,28,Premium,2017-03-31,633029.26,Active
502736,102849,8,Savings,2023-01-26,63322.98,Active
502737,104733,28,Premium,2025-02-26,251975.14,Active
502738,104892,8,Savings,2025-06-28,82679.93,Active
502739,102766,38,Savings,2019-05-26,124282.72,Active
502740,109559,26,Salary,2024-12-01,247741.15,Active
502741,102061,2,Salary,2021-09-04,691121.67,Active
502742,102936,3,Premium,2018-06-10,674429.25,Active
502743,104123,38,Current,2018-09-11,67766.05,Active
502744,106405,11,Current,2017-09-08,88975.27,Active
502745,107488,7,Salary,2020-02-20,67866.25,Active
502746,107479,26,Savings,2025-09-12,309031.58,Active
502747,104464,5,Savings,2019-09-05,229850.0,Active
502748,101953,34,Premium,2019-09-14,103424.48,Closed
502749,104470,7,Salary,2022-07-01,378257.07,Active
502750,101036,32,Current,2020-05-04,22446.09,Active
502751,102427,1,Current,2023-10-25,570450.92,Active
502752,101691,16,Premium,2017-07-28,40196.15,Active
502753,108370,38,Current,2020-12-27,290045.93,Active
502754,104839,32,Premium,2019-02-12,65899.04,Active
502755,100454,28,Salary,2023-07-13,55106.19,Active
502756,102525,34,Savings,2024-11-16,36342.55,Active
502757,100657,27,Savings,2025-12-06,81659.67,Dormant
502758,101488,11,Savings,2021-03-07,59472.89,Active
502759,104299,27,Current,2021-10-26,46546.07,Active
502760,103252,9,Savings,2018-07-06,15298.57,Active
502761,100784,20,Current,2019-08-21,36478.94,Active
502762,101098,15,Savings,2019-03-08,101314.29,Active
502763,109699,11,Savings,2023-01-04,11350.45,Active
502764,109468,31,Savings,2018-11-13,34769.8,Active
502765,100602,9,Savings,2024-05-22,93826.12,Active
502766,109440,18,Current,2022-03-13,146795.96,Active
502767,102181,32,Savings,2024-07-08,78412.27,Active
502768,102790,24,Salary,2020-06-25,15352.07,Active
502769,105980,15,Savings,2017-07-28,98090.19,Active
502770,100219,19,Salary,2025-06-16,206735.9,Active
502771,106245,4,Savings,2025-05-26,391615.37,Active
502772,100260,9,Current,2022-08-14,57723.73,Active
502773,100866,40,Savings,2020-11-12,394289.25,Active
502774,106775,35,Savings,2020-10-23,109676.5,Active
502775,107556,30,Current,2021-07-03,286568.51,Active
502776,105897,23,Savings,2023-02-02,785547.58,Active
502777,108194,7,Salary,2019-09-19,214612.73,Active
502778,100417,1,Salary,2025-06-08,49664.34,Active
502779,104827,34,Current,2025-04-29,38323.2,Closed
502780,105419,12,Savings,2017-12-09,75598.47,Active
502781,100674,22,Current,2019-09-19,40965.92,Active
502782,106179,39,Savings,2020-09-21,180654.13,Active
502783,107291,30,Current,2018-04-06,55685.7,Active
502784,106369,22,Current,2023-01-24,31312.06,Dormant
502785,108030,8,Current,2022-02-28,51221.56,Active
502786,106179,27,Savings,2017-11-19,76159.0,Closed
502787,105015,3,Current,2025-11-23,69640.88,Active
502788,109082,11,Salary,2018-02-04,130910.68,Active
502789,105033,31,Savings,2017-10-08,221474.77,Active
502790,102653,34,Salary,2021-02-14,73366.18,Active
502791,106345,10,Savings,2025-11-25,183804.35,Active
502792,106654,11,Current,2024-01-31,66516.37,Active
502793,108649,37,Current,2024-02-26,54856.29,Active
502794,106997,33,Savings,2021-08-25,32754.93,Active
502795,105401,10,Savings,2020-10-31,29069.4,Active
502796,103306,11,Salary,2019-11-15,155975.19,Closed
502797,105369,6,Savings,2021-03-22,74823.19,Active
502798,107131,19,Salary,2020-05-28,112884.08,Active
502799,107376,13,Savings,2017-08-29,223705.4,Active
502800,106155,40,Current,2024-03-26,20330.39,Active
502801,104913,31,Savings,2017-07-01,41084.18,Active
502802,100177,19,Salary,2024-10-15,14168.6,Dormant
502803,104804,30,Current,2022-03-02,69082.39,Active
502804,107209,40,Savings,2020-03-06,37223.15,Closed
502805,103182,1,Savings,2022-06-02,234836.65,Active
502806,101495,2,Savings,2018-09-16,158971.58,Closed
502807,104603,36,Salary,2019-07-07,242452.43,Active
502808,104262,10,Salary,2025-01-30,66775.56,Active
502809,109622,12,Salary,2017-04-12,94295.74,Active
502810,105764,9,Current,2024-05-25,59435.89,Active
502811,104119,3,Salary,2023-03-16,265589.89,Active
502812,108816,24,Premium,2019-02-05,30517.19,Dormant
502813,107989,20,Savings,2018-01-07,266947.28,Active
502814,108128,5,Salary,2022-09-09,42148.67,Active
502815,103090,11,Premium,2022-06-25,49165.25,Active
502816,102809,4,Current,2020-10-14,59618.83,Active
502817,107271,1,Savings,2019-10-03,47483.64,Active
502818,104909,11,Premium,2025-04-18,36182.9,Active
502819,105666,15,Premium,2018-05-27,32008.59,Active
502820,107112,21,Salary,2018-10-28,37327.68,Active
502821,109438,7,Savings,2018-01-24,80900.2,Active
502822,105519,2,Savings,2022-05-23,157829.71,Active
502823,107194,35,Savings,2024-03-30,255501.13,Active
502824,108533,28,Savings,2017-11-04,41100.96,Dormant
502825,105621,26,Salary,2023-09-03,26959.26,Active
502826,104741,5,Savings,2021-05-10,441554.8,Active
502827,106995,35,Savings,2025-03-18,37684.5,Active
502828,100318,15,Salary,2017-10-28,110346.78,Active
502829,104367,11,Savings,2021-07-29,86406.75,Active
502830,101468,39,Savings,2020-04-17,884244.26,Active
502831,109362,9,Salary,2022-10-03,26656.14,Active
502832,108815,1,Salary,2020-10-19,100435.21,Active
502833,102991,39,Savings,2020-05-04,61637.51,Active
502834,103834,40,Savings,2019-03-14,197348.8,Active
502835,108686,34,Savings,2019-08-31,44241.69,Dormant
502836,103429,31,Savings,2023-09-15,33802.91,Active
502837,103538,31,Salary,2018-06-08,219145.92,Active
502838,107798,11,Salary,2022-09-20,38636.49,Active
502839,100953,18,Salary,2024-11-28,11068.83,Active
502840,102268,34,Current,2017-04-13,105986.38,Active
502841,104627,35,Savings,2021-08-07,147161.09,Active
502842,107389,24,Current,2020-11-14,271489.23,Active
502843,106332,26,Salary,2022-07-07,119840.26,Active
502844,109739,40,Savings,2020-02-17,107526.85,Active
502845,104883,21,Savings,2022-03-30,870677.14,Dormant
502846,107498,19,Salary,2021-08-19,286322.69,Dormant
502847,100348,3,Savings,2024-09-06,73538.61,Active
502848,101079,3,Savings,2018-09-29,67224.08,Active
502849,101430,24,Savings,2018-06-22,251302.73,Active
502850,101673,18,Current,2022-01-23,170504.28,Active
502851,109717,24,Savings,2024-08-14,77640.26,Active
502852,107234,29,Savings,2023-02-15,254382.78,Active
502853,106665,9,Salary,2021-07-09,59499.53,Dormant
502854,106580,24,Current,2022-09-04,48142.07,Active
502855,108154,35,Savings,2018-06-05,26949.97,Dormant
502856,103131,14,Savings,2022-02-07,992159.79,Active
502857,107124,12,Salary,2025-05-23,242670.28,Active
502858,109661,5,Savings,2021-09-17,80342.78,Active
502859,104129,2,Current,2021-10-22,227306.81,Active
502860,100505,19,Salary,2021-12-28,299933.27,Active
502861,109394,40,Savings,2021-10-23,418264.85,Active
502862,106796,35,Savings,2019-10-16,72891.3,Active
502863,102088,39,Premium,2021-07-27,36403.27,Active
502864,100854,11,Current,2019-11-23,59763.56,Active
502865,109544,6,Premium,2022-08-02,239745.34,Active
502866,108819,40,Current,2018-01-13,19821.05,Active
502867,102369,30,Savings,2024-04-19,28059.5,Active
502868,105068,26,Salary,2023-12-17,390076.93,Active
502869,108193,38,Premium,2023-05-09,298103.82,Active
502870,103871,1,Salary,2019-12-22,57309.94,Active
502871,100461,19,Savings,2022-01-25,34008.11,Active
502872,102591,8,Savings,2025-11-15,221874.74,Active
502873,107671,39,Savings,2017-05-17,27320.55,Active
502874,107126,40,Savings,2019-04-20,127837.84,Active
502875,102627,23,Savings,2019-10-23,34183.83,Active
502876,108411,9,Savings,2021-10-03,76147.79,Active
502877,100849,40,Savings,2019-01-31,6148.0,Active
502878,106025,30,Savings,2022-04-30,83531.51,Active
502879,105530,33,Salary,2020-01-17,54615.86,Active
502880,103647,28,Current,2019-12-14,49790.36,Active
502881,109395,28,Salary,2023-05-17,278683.46,Active
502882,108930,4,Savings,2020-04-14,45028.03,Active
502883,104289,37,Salary,2021-02-23,33733.76,Active
502884,103360,29,Savings,2020-11-13,100822.84,Active
502885,106853,35,Savings,2025-09-19,38575.04,Active
502886,101919,9,Current,2018-08-03,91869.06,Active
502887,103260,14,Savings,2023-11-02,23939.63,Dormant
502888,100551,15,Savings,2021-06-15,41637.85,Active
502889,102186,25,Savings,2018-07-31,45225.71,Active
502890,105484,18,Salary,2023-07-16,94327.17,Active
502891,108276,38,Savings,2025-01-01,186353.51,Active
502892,104150,18,Current,2025-11-13,14670.92,Dormant
502893,100404,38,Current,2025-07-02,40697.23,Active
502894,106730,8,Current,2019-10-10,54198.14,Active
502895,109902,32,Savings,2023-04-12,111824.5,Active
502896,102269,13,Savings,2023-03-09,36514.09,Active
502897,103293,29,Savings,2020-12-15,252770.72,Dormant
502898,104358,5,Savings,2021-09-28,781141.09,Active
502899,101214,21,Current,2018-02-27,3414.73,Active
502900,106268,30,Savings,2023-01-23,35862.84,Active
502901,108865,1,Premium,2025-07-09,90722.04,Active
502902,100863,20,Savings,2023-05-30,97753.7,Active
502903,109081,3,Savings,2024-07-28,41984.25,Active
502904,105005,3,Salary,2022-04-01,53177.52,Active
502905,104157,26,Savings,2020-07-20,68717.98,Active
502906,100530,7,Savings,2023-08-02,244645.21,Active
502907,109696,29,Savings,2019-01-24,173465.01,Active
502908,105810,22,Salary,2023-02-27,46513.57,Active
502909,100104,3,Savings,2018-06-21,14524.57,Active
502910,101120,37,Savings,2023-01-06,223934.41,Active
502911,108747,19,Salary,2022-05-05,208997.43,Active
502912,106062,25,Savings,2019-09-29,12561.14,Active
502913,104665,36,Savings,2023-07-22,330341.96,Active
502914,102755,34,Savings,2017-01-14,217352.47,Active
502915,101339,17,Savings,2021-11-27,46155.76,Dormant
502916,107942,9,Savings,2023-10-28,25545.99,Active
502917,109981,31,Current,2021-05-10,59419.07,Active
502918,107745,22,Salary,2019-11-03,278397.12,Active
502919,107682,12,Premium,2021-11-25,44718.67,Active
502920,106608,5,Current,2021-06-17,52275.36,Active
502921,101126,39,Savings,2022-09-26,289275.01,Active
502922,102089,10,Savings,2017-01-30,155175.38,Active
502923,103502,39,Salary,2022-03-10,43262.77,Active
502924,109926,18,Salary,2025-01-25,22079.93,Active
502925,103760,1,Current,2018-09-01,51773.87,Active
502926,103325,15,Current,2024-04-09,375524.5,Active
502927,109264,16,Current,2021-11-30,21099.85,Active
502928,104016,34,Savings,2023-05-05,32943.46,Active
502929,106807,36,Savings,2020-08-21,267731.07,Active
502930,106795,26,Savings,2024-01-01,34493.91,Active
502931,105590,10,Current,2020-02-10,333699.74,Active
502932,104501,19,Salary,2021-10-16,33167.66,Active
502933,107387,13,Savings,2018-04-16,76120.18,Active
502934,108405,8,Savings,2017-03-09,36634.06,Active
502935,104381,14,Premium,2020-03-25,77971.47,Active
