payment_id,loan_id,payment_date,due_amount,payment_amount,days_overdue,payment_status
911049,702210,2023-08-16,33904.34,29431.62,0,On Time
911050,702210,2024-05-31,7769.6,7749.34,0,On Time
911051,702211,2025-06-22,33763.69,32061.58,0,On Time
911052,702211,2027-03-03,22908.82,19551.4,11,Late
911053,702211,2025-12-28,9316.12,10388.86,0,On Time
911054,702211,2027-06-04,43590.88,49542.81,23,Late
911055,702211,2025-11-30,8119.82,7887.81,0,On Time
911056,702212,2026-08-18,26655.9,26774.85,28,Late
911057,702212,2027-09-03,41089.77,39299.96,0,On Time
911058,702212,2026-04-26,18773.32,17918.69,0,On Time
911059,702212,2026-06-22,22833.07,21313.72,0,On Time
911060,702212,2026-12-23,26383.18,25040.49,0,On Time
911061,702213,2022-12-15,9653.77,10775.79,0,On Time
911062,702213,2023-08-24,13220.31,13543.42,11,Late
911063,702213,2023-01-23,22856.59,21729.67,0,On Time
911064,702213,2022-06-29,18510.74,19619.99,0,On Time
911065,702213,2021-09-21,16368.49,17158.31,0,On Time
911066,702214,2026-07-10,31669.4,36179.47,0,On Time
911067,702214,2026-12-20,19950.42,16140.33,106,Severely Late
911068,702214,2027-10-18,12655.24,12373.03,0,On Time
911069,702214,2027-11-08,34984.07,34256.29,0,On Time
911070,702214,2027-07-05,30429.67,29550.52,0,On Time
911071,702215,2026-09-25,32181.1,28682.46,0,On Time
911072,702215,2028-06-24,28990.78,28034.79,0,On Time
911073,702215,2027-07-08,12559.26,11510.03,0,On Time
911074,702215,2027-12-24,20907.06,21190.06,0,On Time
911075,702215,2028-04-27,20768.45,22067.69,0,On Time
911076,702216,2022-03-03,14433.4,12552.17,0,On Time
911077,702216,2023-02-04,17222.47,16448.98,0,On Time
911078,702216,2023-01-29,30218.27,32879.91,0,On Time
911079,702216,2023-05-31,22124.07,22584.13,0,On Time
911080,702216,2023-09-01,20223.47,19878.22,0,On Time
911081,702217,2026-12-19,13502.4,15457.36,0,On Time
911082,702217,2027-04-17,17320.36,16793.22,0,On Time
911083,702217,2027-04-27,24796.57,21298.39,0,On Time
911084,702217,2027-04-02,33945.84,35308.09,0,On Time
911085,702217,2026-09-04,30656.07,29140.48,0,On Time
911086,702218,2026-11-10,7553.04,7444.32,0,On Time
911087,702218,2025-11-22,16965.94,16189.04,0,On Time
911088,702218,2025-07-24,35501.34,38466.02,0,On Time
911089,702218,2027-07-22,31674.17,30742.5,0,On Time
911090,702218,2026-06-26,28975.33,25569.65,0,On Time
911091,702219,2023-11-17,10966.81,11193.21,11,Late
911092,702219,2024-06-14,12958.99,13455.21,26,Late
911093,702219,2023-10-23,20237.23,21383.68,0,On Time
911094,702219,2024-02-26,13804.19,12715.72,0,On Time
911095,702219,2024-08-02,14268.04,15102.39,28,Late
911096,702220,2025-01-28,32298.17,28776.23,0,On Time
911097,702220,2023-05-15,18751.7,17343.54,0,On Time
911098,702220,2025-07-21,17808.84,17705.98,16,Late
911099,702220,2025-05-02,18244.74,16466.74,27,Late
911100,702220,2024-09-16,43583.07,39295.95,0,On Time
911101,702221,2020-06-09,18642.16,20976.4,0,On Time
911102,702221,2020-06-24,27719.9,24926.19,13,Late
911103,702221,2021-06-14,38717.92,36686.44,0,On Time
911104,702221,2022-04-26,13660.4,13155.26,0,On Time
911105,702221,2021-11-16,25856.21,22890.43,0,On Time
911106,702222,2024-04-18,16863.23,15732.18,0,On Time
911107,702222,2024-10-14,21595.5,24529.33,0,On Time
911108,702222,2025-02-07,21975.9,20956.89,0,On Time
911109,702222,2025-08-29,16485.23,14908.68,0,On Time
911110,702222,2024-12-03,20407.07,22019.69,0,On Time
911111,702223,2023-05-23,11070.94,11990.39,0,On Time
911112,702223,2024-05-18,14481.03,15986.45,0,On Time
911113,702223,2025-03-11,16754.41,17407.98,30,Late
911114,702223,2023-07-03,27430.19,27955.78,0,On Time
911115,702223,2023-07-08,16408.88,17728.61,23,Late
911116,702224,2025-07-04,12136.45,4232.85,155,Severely Late
911117,702224,2023-05-11,28292.72,28215.66,29,Late
911118,702224,2023-05-08,12777.13,14461.96,22,Late
911119,702224,2024-02-27,9163.78,10369.01,0,On Time
911120,702224,2024-01-15,30118.68,27153.04,47,Severely Late
911121,702225,2025-12-31,13739.53,13032.25,0,On Time
911122,702225,2025-03-20,36188.57,40978.1,0,On Time
911123,702225,2025-03-20,23776.91,24885.18,0,On Time
911124,702225,2025-05-02,23200.65,23895.88,0,On Time
911125,702225,2026-09-18,23613.27,23227.04,21,Late
911126,702226,2025-02-03,24861.99,22383.31,0,On Time
911127,702226,2024-04-22,13543.63,14380.43,0,On Time
911128,702226,2024-05-02,22593.46,24426.25,0,On Time
911129,702226,2023-11-13,14105.87,14193.03,0,On Time
911130,702226,2023-08-16,15996.96,14664.53,0,On Time
911131,702227,2024-05-31,26379.43,28304.03,0,On Time
911132,702227,2024-07-27,21968.56,22775.46,0,On Time
911133,702227,2025-05-16,33186.67,29517.35,0,On Time
911134,702227,2025-06-14,17060.13,14632.43,23,Late
911135,702227,2024-10-11,29245.34,27248.31,0,On Time
911136,702228,2027-10-05,26780.73,25505.79,0,On Time
911137,702228,2028-07-05,11197.62,10480.85,0,On Time
911138,702228,2026-10-27,39539.07,31107.6,108,Severely Late
911139,702228,2027-10-24,10755.68,11962.82,0,On Time
911140,702228,2027-06-05,22414.14,25493.51,0,On Time
911141,702229,2027-10-18,15777.78,16451.95,0,On Time
911142,702229,2028-02-21,12102.62,12476.67,5,Late
911143,702229,2028-06-03,11501.44,12115.98,0,On Time
911144,702229,2028-05-07,10730.12,10904.19,0,On Time
911145,702229,2028-06-04,20038.11,20179.14,0,On Time
911146,702230,2025-09-21,23956.66,21851.58,0,On Time
911147,702230,2027-02-24,16378.93,18026.04,0,On Time
911148,702230,2027-11-22,24977.17,24078.42,0,On Time
911149,702230,2026-06-09,15838.35,17705.8,2,Late
911150,702230,2026-12-15,12222.82,10999.29,0,On Time
911151,702231,2020-08-29,20530.39,23345.18,0,On Time
911152,702231,2021-06-25,20824.2,18029.92,0,On Time
911153,702231,2021-08-17,23100.63,12836.68,91,Severely Late
911154,702231,2022-03-13,23418.51,20280.34,0,On Time
911155,702231,2021-01-12,15484.72,13525.18,0,On Time
911156,702232,2021-06-19,25480.03,26321.07,23,Late
911157,702232,2022-08-17,23378.42,23144.66,0,On Time
911158,702232,2021-05-13,15593.57,13337.83,0,On Time
911159,702232,2021-07-31,29845.64,28452.6,0,On Time
911160,702232,2021-12-13,16602.21,15005.65,0,On Time
911161,702233,2022-02-27,14859.73,15891.79,20,Late
911162,702233,2020-05-30,31315.01,31882.63,0,On Time
911163,702233,2021-01-28,80432.8,76649.14,0,On Time
911164,702233,2022-01-30,10433.1,10442.78,0,On Time
911165,702233,2022-04-21,19337.55,18590.15,8,Late
911166,702234,2028-12-16,29588.66,25821.24,21,Late
911167,702234,2029-01-11,17392.13,17372.4,0,On Time
911168,702234,2028-08-20,25214.79,25012.33,0,On Time
911169,702234,2027-03-19,23343.18,21105.16,0,On Time
911170,702234,2029-01-01,21608.9,19080.98,0,On Time
911171,702235,2023-07-30,15964.72,17045.62,0,On Time
911172,702235,2024-09-23,23050.64,23740.04,0,On Time
911173,702235,2024-12-27,17213.75,17988.22,0,On Time
911174,702235,2023-06-17,12971.57,14382.78,0,On Time
911175,702235,2024-01-20,9167.92,9700.38,0,On Time
911176,702236,2020-07-10,15771.37,13575.72,0,On Time
911177,702236,2021-11-05,14101.28,13962.02,0,On Time
911178,702236,2020-07-14,11515.51,11541.98,2,Late
911179,702236,2022-08-02,29290.1,33435.95,0,On Time
911180,702236,2022-05-08,21734.57,19610.75,21,Late
911181,702237,2021-08-29,20765.94,21431.32,0,On Time
911182,702237,2022-11-16,19704.25,20640.41,74,Severely Late
911183,702237,2021-11-24,34796.72,34314.2,0,On Time
911184,702237,2022-02-05,21650.08,22125.14,0,On Time
911185,702237,2020-11-01,33156.99,33015.32,0,On Time
911186,702238,2024-03-14,13120.82,14511.73,0,On Time
911187,702238,2024-01-03,11228.88,10341.74,0,On Time
911188,702238,2023-10-11,23063.8,25941.88,0,On Time
911189,702238,2023-10-21,13342.93,13244.58,0,On Time
911190,702238,2023-06-02,17703.85,18725.47,0,On Time
911191,702239,2021-06-18,16076.66,16084.64,0,On Time
911192,702239,2023-05-20,15512.48,16737.98,19,Late
911193,702239,2022-10-05,9534.78,10278.53,0,On Time
911194,702239,2023-06-26,37447.83,40380.42,0,On Time
911195,702239,2021-03-05,26801.2,28492.98,0,On Time
911196,702240,2021-05-06,8014.01,6968.75,0,On Time
911197,702240,2021-08-13,16797.34,15140.59,7,Late
911198,702240,2020-12-18,14182.28,7054.52,155,Severely Late
911199,702240,2020-11-11,34961.46,39813.55,0,On Time
911200,702240,2022-09-21,12912.03,14814.35,0,On Time
911201,702241,2020-09-16,5821.89,6287.89,0,On Time
911202,702241,2020-08-15,12655.82,13001.1,0,On Time
911203,702241,2021-08-09,26790.37,28284.82,0,On Time
911204,702241,2022-06-20,13627.21,14895.72,0,On Time
911205,702241,2021-07-16,18339.85,20496.27,0,On Time
911206,702242,2025-03-21,15264.32,14300.3,0,On Time
911207,702242,2023-05-01,23327.37,20286.9,0,On Time
911208,702242,2024-08-10,33167.69,30210.06,0,On Time
911209,702242,2025-06-18,12016.95,13690.64,0,On Time
911210,702242,2024-02-03,26417.25,28526.21,0,On Time
911211,702243,2025-04-20,32989.7,36494.93,0,On Time
911212,702243,2025-10-21,19186.83,17555.17,0,On Time
911213,702243,2024-08-22,9855.07,10863.68,0,On Time
911214,702243,2025-02-22,22861.28,22898.39,4,Late
911215,702243,2025-03-11,16883.28,15343.27,0,On Time
911216,702244,2022-01-15,25303.63,23851.86,0,On Time
911217,702244,2022-08-17,13741.32,14317.9,0,On Time
911218,702244,2022-06-27,14717.87,16799.49,0,On Time
911219,702244,2021-03-26,12151.49,12961.33,0,On Time
911220,702244,2022-04-07,12906.4,12240.02,0,On Time
911221,702245,2025-08-22,16158.03,15638.76,0,On Time
911222,702245,2023-07-31,21470.89,20759.66,0,On Time
911223,702245,2024-04-19,29688.15,31277.18,0,On Time
911224,702245,2025-08-02,28792.25,29469.66,0,On Time
911225,702245,2024-10-28,19033.76,16530.1,0,On Time
911226,702246,2023-07-27,13662.42,12335.4,0,On Time
911227,702246,2022-10-29,7018.19,7425.29,0,On Time
911228,702246,2022-06-08,26390.12,26632.62,0,On Time
911229,702246,2023-04-11,32444.07,34281.91,1,Late
911230,702246,2023-02-12,19992.5,22539.65,24,Late
911231,702247,2024-10-16,9999.66,10966.86,0,On Time
911232,702247,2024-11-24,37686.89,38604.21,0,On Time
911233,702247,2024-12-17,31892.1,30480.22,0,On Time
911234,702247,2024-06-13,47911.16,44470.64,0,On Time
911235,702247,2026-01-07,14820.9,12848.27,0,On Time
911236,702248,2028-10-10,33955.91,29602.9,0,On Time
911237,702248,2028-08-23,20051.76,22924.14,4,Late
911238,702248,2026-10-22,12660.99,12947.8,30,Late
911239,702248,2028-07-20,23894.07,26335.84,53,Severely Late
911240,702248,2027-01-11,14252.88,16189.31,0,On Time
911241,702249,2025-02-20,10000.86,11117.71,0,On Time
911242,702249,2025-01-08,20060.94,17801.48,0,On Time
911243,702249,2025-06-21,8676.63,8362.1,0,On Time
911244,702249,2025-03-26,29898.81,28714.64,0,On Time
911245,702249,2026-06-15,35315.6,34881.83,0,On Time
911246,702250,2023-12-05,21096.77,22069.28,0,On Time
911247,702250,2024-05-28,22655.6,23702.17,0,On Time
911248,702250,2023-11-30,16875.11,17700.99,0,On Time
911249,702250,2025-03-07,10671.4,9444.58,0,On Time
911250,702250,2024-06-08,22035.18,22200.35,0,On Time
911251,702251,2026-06-19,16870.76,17644.57,0,On Time
911252,702251,2025-10-17,16622.5,14241.21,0,On Time
911253,702251,2027-01-07,9292.18,9728.48,0,On Time
911254,702251,2026-01-11,29827.67,30234.5,0,On Time
911255,702251,2026-09-20,9007.04,8879.3,0,On Time
911256,702252,2025-03-25,12795.76,11793.06,0,On Time
911257,702252,2023-08-22,9822.59,8625.4,0,On Time
911258,702252,2025-04-28,8609.94,8248.4,25,Late
911259,702252,2024-09-27,16465.17,16091.13,0,On Time
911260,702252,2025-03-27,12425.26,12025.95,0,On Time
911261,702253,2024-11-14,18293.13,17374.33,0,On Time
911262,702253,2027-01-08,17096.51,19191.73,0,On Time
911263,702253,2027-02-22,22455.68,20969.51,0,On Time
911264,702253,2025-12-22,16588.5,14148.23,71,Severely Late
911265,702253,2026-05-06,15075.86,15440.27,0,On Time
911266,702254,2024-03-15,15525.98,15977.46,5,Late
911267,702254,2025-06-03,17287.06,15857.0,0,On Time
911268,702254,2024-05-24,13823.28,12979.8,0,On Time
911269,702254,2024-12-08,23043.99,20468.09,0,On Time
911270,702254,2023-12-30,15622.37,14630.2,0,On Time
911271,702255,2023-02-28,11147.51,12572.79,0,On Time
911272,702255,2022-03-28,4521.15,4130.46,0,On Time
911273,702255,2022-07-25,30768.52,28944.4,0,On Time
911274,702255,2024-04-28,12171.05,11497.41,11,Late
911275,702255,2022-10-01,20277.57,21986.34,0,On Time
911276,702256,2027-04-02,9681.25,10968.39,0,On Time
911277,702256,2027-01-17,18014.15,20101.76,0,On Time
911278,702256,2027-02-01,25021.58,24486.41,17,Late
911279,702256,2025-06-18,41966.05,46702.89,0,On Time
911280,702256,2026-07-21,17385.72,15442.36,0,On Time
911281,702257,2022-05-12,14970.22,15775.58,0,On Time
911282,702257,2022-10-04,21700.44,23866.18,0,On Time
911283,702257,2022-05-04,26279.73,26888.81,0,On Time
911284,702257,2023-12-07,30099.0,31035.28,0,On Time
911285,702257,2022-06-17,11352.94,11302.31,0,On Time
911286,702258,2023-12-07,9286.0,8433.09,0,On Time
911287,702258,2024-05-09,14576.71,15596.89,0,On Time
911288,702258,2024-10-28,21666.58,21908.19,0,On Time
911289,702258,2024-04-24,15598.59,17227.84,0,On Time
911290,702258,2024-06-19,13045.81,11785.19,0,On Time
911291,702259,2022-08-04,14043.93,16011.59,0,On Time
911292,702259,2022-01-10,24864.01,21307.25,0,On Time
911293,702259,2022-06-01,22448.31,25573.5,0,On Time
911294,702259,2021-09-15,22454.97,22694.31,0,On Time
911295,702259,2022-12-15,17121.69,16029.8,0,On Time
911296,702260,2021-03-11,12390.35,11033.39,1,Late
911297,702260,2021-06-24,25166.74,24135.84,0,On Time
911298,702260,2021-11-15,9274.95,9698.48,0,On Time
911299,702260,2020-04-14,10702.49,10444.48,0,On Time
911300,702260,2022-03-18,10357.02,10743.4,0,On Time
911301,702261,2024-12-21,20509.67,17482.63,0,On Time
911302,702261,2024-07-24,9387.81,10057.59,0,On Time
911303,702261,2023-08-02,10928.76,12212.16,0,On Time
911304,702261,2023-04-02,13546.19,13565.13,0,On Time
911305,702261,2023-06-19,14434.17,13544.03,7,Late
911306,702262,2026-06-02,14879.65,17033.13,8,Late
911307,702262,2026-04-07,17716.0,16767.63,0,On Time
911308,702262,2025-02-17,21316.61,20021.48,0,On Time
911309,702262,2025-10-18,40058.3,35418.92,19,Late
911310,702262,2025-07-22,20631.03,19629.95,0,On Time
911311,702263,2021-10-11,12613.64,8632.22,97,Severely Late
911312,702263,2022-10-16,33165.33,35548.26,0,On Time
911313,702263,2022-07-24,14849.97,13927.71,13,Late
911314,702263,2023-07-21,24110.48,23304.76,0,On Time
911315,702263,2022-05-22,10891.43,10679.05,0,On Time
911316,702264,2027-11-05,12525.34,12056.73,0,On Time
911317,702264,2027-07-26,17282.42,16701.28,0,On Time
911318,702264,2026-11-05,38153.26,35581.4,0,On Time
911319,702264,2027-08-01,17127.46,19596.09,0,On Time
911320,702264,2026-08-31,13087.74,11942.8,0,On Time
911321,702265,2024-09-07,24354.62,23829.05,0,On Time
911322,702265,2025-06-15,8753.04,7815.44,0,On Time
911323,702265,2025-07-12,9507.62,10313.21,0,On Time
911324,702265,2026-01-31,19912.55,22032.27,0,On Time
911325,702265,2025-04-27,19337.27,22082.13,0,On Time
911326,702266,2025-07-21,18074.93,20493.42,0,On Time
911327,702266,2026-06-04,8834.84,10106.4,0,On Time
911328,702266,2026-09-22,21923.56,21821.77,0,On Time
911329,702266,2025-10-02,12652.77,13252.14,0,On Time
911330,702266,2025-02-25,25330.31,25388.86,0,On Time
911331,702267,2027-08-23,12217.64,11393.33,0,On Time
911332,702267,2028-10-16,26068.57,25771.31,5,Late
911333,702267,2027-01-31,28669.14,24383.68,0,On Time
911334,702267,2027-10-27,10310.88,9134.0,89,Severely Late
911335,702267,2028-09-08,23132.39,20595.4,0,On Time
911336,702268,2025-12-31,21022.08,24082.47,0,On Time
911337,702268,2025-04-17,9165.51,8032.74,25,Late
911338,702268,2027-02-01,19396.15,21369.53,0,On Time
911339,702268,2026-06-03,33479.4,32361.88,0,On Time
911340,702268,2026-12-19,15000.57,17011.09,0,On Time
911341,702269,2027-01-26,11093.2,9568.5,0,On Time
911342,702269,2028-02-21,37861.45,38759.71,0,On Time
911343,702269,2028-10-12,35780.45,36879.46,0,On Time
911344,702269,2028-01-05,27253.46,27039.15,0,On Time
911345,702269,2027-07-25,16476.67,17101.68,0,On Time
911346,702270,2023-09-20,14457.62,14746.31,0,On Time
911347,702270,2023-05-03,23501.1,25031.65,2,Late
911348,702270,2023-10-13,16049.24,17887.54,0,On Time
911349,702270,2024-03-05,20053.0,18393.88,0,On Time
911350,702270,2024-01-17,26785.75,26551.46,0,On Time
911351,702271,2025-02-12,9870.78,8942.4,0,On Time
911352,702271,2023-08-09,22635.2,22087.4,0,On Time
911353,702271,2025-04-14,11994.9,13623.95,0,On Time
911354,702271,2024-01-02,21731.01,19681.11,0,On Time
911355,702271,2023-03-31,38731.18,39529.05,9,Late
911356,702272,2021-11-05,14244.23,14469.52,0,On Time
911357,702272,2022-10-15,30742.08,34591.84,0,On Time
911358,702272,2022-10-22,12791.06,14699.61,14,Late
911359,702272,2022-12-21,13521.74,12625.35,0,On Time
911360,702272,2022-10-18,17637.53,17173.18,7,Late
911361,702273,2022-03-10,7240.07,7613.68,0,On Time
911362,702273,2021-09-23,26905.03,27487.07,0,On Time
911363,702273,2022-03-30,21210.15,19165.42,0,On Time
911364,702273,2022-02-02,20755.1,19963.38,0,On Time
911365,702273,2022-04-22,7973.94,8440.59,0,On Time
911366,702274,2027-03-27,9459.83,9339.41,0,On Time
911367,702274,2025-12-15,18994.07,19065.34,0,On Time
911368,702274,2026-07-12,14343.47,13977.74,0,On Time
911369,702274,2026-09-03,13468.03,12538.06,0,On Time
911370,702274,2026-09-04,18149.25,16479.16,0,On Time
911371,702275,2022-12-06,15719.41,16439.85,0,On Time
911372,702275,2024-03-07,11449.1,12367.99,0,On Time
911373,702275,2024-11-07,15082.56,15639.54,0,On Time
911374,702275,2023-12-07,25355.06,22601.52,0,On Time
911375,702275,2024-01-16,19168.41,20166.92,0,On Time
911376,702276,2025-02-28,26056.98,28517.21,0,On Time
911377,702276,2023-12-25,18960.65,19743.34,0,On Time
911378,702276,2024-03-15,16110.92,14621.04,0,On Time
911379,702276,2025-06-15,28847.34,29249.08,0,On Time
911380,702276,2023-11-29,24164.88,24432.44,0,On Time
911381,702277,2025-03-10,46035.78,39202.54,0,On Time
911382,702277,2023-04-25,13320.78,11722.5,0,On Time
911383,702277,2024-06-14,21159.18,19761.1,0,On Time
911384,702277,2025-02-07,10706.18,10334.83,0,On Time
911385,702277,2023-02-28,20113.15,17588.17,0,On Time
911386,702278,2024-08-22,12080.42,11426.65,0,On Time
911387,702278,2025-04-11,36913.26,33429.9,0,On Time
911388,702278,2026-04-30,25676.28,27375.35,0,On Time
911389,702278,2025-02-23,9796.89,4587.85,131,Severely Late
911390,702278,2024-05-25,8574.43,7989.16,0,On Time
911391,702279,2027-03-09,28742.01,32019.42,0,On Time
911392,702279,2026-07-19,17461.81,17355.14,0,On Time
911393,702279,2026-10-10,27575.72,26626.87,0,On Time
911394,702279,2025-12-28,14256.81,15263.2,0,On Time
911395,702279,2027-11-23,7606.08,8619.18,0,On Time
911396,702280,2023-09-14,23566.55,21302.3,0,On Time
911397,702280,2025-03-09,16672.12,18857.31,0,On Time
911398,702280,2025-05-23,14201.15,14218.48,28,Late
911399,702280,2024-07-28,25587.1,27418.99,0,On Time
911400,702280,2024-05-08,23824.03,20978.8,0,On Time
911401,702281,2028-03-30,29122.41,28635.6,0,On Time
911402,702281,2027-08-02,39176.83,39694.38,0,On Time
911403,702281,2027-06-02,32525.02,31271.45,0,On Time
911404,702281,2026-11-08,10205.5,10043.39,0,On Time
911405,702281,2027-01-20,18405.54,18603.71,0,On Time
911406,702282,2023-11-22,19698.67,20611.27,0,On Time
911407,702282,2024-06-16,22134.12,19897.78,0,On Time
911408,702282,2025-04-19,20430.87,22183.79,0,On Time
911409,702282,2025-09-04,20672.24,9164.97,140,Severely Late
911410,702282,2024-03-01,9726.75,8812.12,0,On Time
911411,702283,2024-05-19,20483.94,18205.96,13,Late
911412,702283,2023-11-06,8921.1,7730.02,0,On Time
911413,702283,2025-12-02,9316.52,9676.85,0,On Time
911414,702283,2025-02-12,22049.12,22676.91,0,On Time
911415,702283,2025-08-01,23351.3,20726.92,0,On Time
911416,702284,2021-06-28,16528.69,15594.66,0,On Time
911417,702284,2020-07-22,10853.69,11921.94,46,Severely Late
911418,702284,2021-01-21,30498.0,32890.48,0,On Time
911419,702284,2021-12-09,46761.01,50933.26,0,On Time
911420,702284,2021-12-25,13891.88,15781.87,0,On Time
911421,702285,2021-10-01,13147.06,11759.15,0,On Time
911422,702285,2020-11-29,9813.51,10055.24,0,On Time
911423,702285,2021-01-30,31980.65,27613.71,3,Late
911424,702285,2023-01-28,19525.19,20706.24,0,On Time
911425,702285,2023-01-03,12866.23,13053.5,0,On Time
911426,702286,2024-09-15,19992.69,21868.58,41,Severely Late
911427,702286,2026-03-29,15140.65,14990.82,0,On Time
911428,702286,2024-10-09,28218.4,28069.84,0,On Time
911429,702286,2025-05-26,14360.91,13571.67,0,On Time
911430,702286,2025-06-17,21176.66,22489.81,0,On Time
911431,702287,2024-07-03,33174.4,33955.27,0,On Time
911432,702287,2023-07-24,18601.62,17149.88,17,Late
911433,702287,2023-03-19,24734.45,25948.26,6,Late
911434,702287,2024-10-09,11473.83,12327.91,0,On Time
911435,702287,2024-10-05,19901.49,18727.14,29,Late
911436,702288,2025-09-29,16878.63,19038.03,3,Late
911437,702288,2025-04-29,24951.53,21504.75,0,On Time
911438,702288,2025-02-02,28300.26,25743.93,19,Late
911439,702288,2027-02-06,19310.61,17972.04,0,On Time
911440,702288,2026-07-17,38667.91,43857.7,0,On Time
911441,702289,2022-07-16,17271.16,16634.43,0,On Time
911442,702289,2023-04-04,33317.52,37709.6,0,On Time
911443,702289,2023-09-16,19209.1,17530.17,0,On Time
911444,702289,2024-05-13,21402.48,18864.18,26,Late
911445,702289,2023-12-04,18424.4,16603.94,0,On Time
911446,702290,2021-03-27,14524.02,12808.74,0,On Time
911447,702290,2021-10-22,16489.42,15584.71,0,On Time
911448,702290,2022-07-11,27245.93,25086.19,0,On Time
911449,702290,2022-07-14,13786.93,14362.32,0,On Time
911450,702290,2020-04-24,22620.16,22288.5,0,On Time
911451,702291,2023-01-15,13899.18,13156.48,0,On Time
911452,702291,2023-05-25,24303.75,23561.03,0,On Time
911453,702291,2023-12-04,20811.94,20660.12,17,Late
911454,702291,2023-12-07,10391.58,10629.33,0,On Time
911455,702291,2024-02-07,25990.3,27184.08,0,On Time
911456,702292,2027-01-08,23776.83,10275.57,142,Severely Late
911457,702292,2028-10-12,18146.86,20712.66,0,On Time
911458,702292,2028-08-08,28694.69,26307.3,0,On Time
911459,702292,2026-09-17,15154.86,13715.3,0,On Time
911460,702292,2027-05-29,14564.67,15895.39,0,On Time
911461,702293,2020-11-18,30359.82,28518.09,0,On Time
911462,702293,2021-11-20,11736.94,12656.3,0,On Time
911463,702293,2021-12-07,18432.4,17957.35,0,On Time
911464,702293,2022-02-13,25614.07,28017.97,0,On Time
911465,702293,2022-09-01,12582.35,11045.36,142,Severely Late
911466,702294,2020-12-04,22739.36,21695.23,0,On Time
911467,702294,2022-04-25,16873.85,15980.81,0,On Time
911468,702294,2021-01-23,11955.48,12278.04,0,On Time
911469,702294,2021-05-31,17509.48,15527.32,16,Late
911470,702294,2022-07-11,16055.38,17671.59,0,On Time
911471,702295,2022-03-27,15431.5,15364.01,0,On Time
911472,702295,2022-10-22,20299.71,18031.27,0,On Time
911473,702295,2022-06-04,57069.82,20693.38,112,Severely Late
911474,702295,2022-06-29,21166.8,22095.87,0,On Time
911475,702295,2023-05-30,25535.44,27371.73,0,On Time
911476,702296,2023-11-13,8897.63,8089.02,9,Late
911477,702296,2023-05-11,16800.85,18648.43,0,On Time
911478,702296,2023-01-05,10386.63,10275.55,0,On Time
911479,702296,2022-08-18,22045.28,20688.01,12,Late
911480,702296,2024-09-28,15364.77,11545.86,130,Severely Late
911481,702297,2024-06-25,25243.52,27875.35,0,On Time
911482,702297,2025-09-14,14089.37,14705.69,0,On Time
911483,702297,2025-07-09,14232.28,16302.51,0,On Time
911484,702297,2024-05-08,32238.22,30541.25,0,On Time
911485,702297,2025-10-06,16584.42,14675.06,0,On Time
911486,702298,2021-10-02,31700.73,34135.47,0,On Time
911487,702298,2021-05-20,9818.34,8647.09,0,On Time
911488,702298,2022-02-24,19160.75,16422.33,0,On Time
911489,702298,2021-12-21,8600.13,8064.92,0,On Time
911490,702298,2022-08-27,9780.53,10466.45,0,On Time
911491,702299,2020-08-23,11728.46,11120.34,0,On Time
911492,702299,2020-03-11,41759.99,47638.93,19,Late
911493,702299,2020-06-15,17140.84,19051.96,0,On Time
911494,702299,2022-04-26,12138.48,13717.86,0,On Time
911495,702299,2021-02-22,18396.05,16432.3,0,On Time
911496,702300,2026-10-18,17081.64,16611.22,0,On Time
911497,702300,2025-03-08,18039.38,15691.7,0,On Time
911498,702300,2026-01-21,15554.99,13928.56,22,Late
911499,702300,2026-12-23,14832.99,12963.19,0,On Time
911500,702300,2025-05-21,37777.95,43179.83,6,Late
911501,702301,2021-01-10,15773.2,17586.85,0,On Time
911502,702301,2021-06-22,17918.3,16763.71,0,On Time
911503,702301,2020-09-18,20642.66,19311.98,5,Late
911504,702301,2021-10-30,6436.51,7318.43,0,On Time
911505,702301,2020-05-08,16555.34,15962.75,0,On Time
911506,702302,2025-06-04,10574.51,4020.26,120,Severely Late
911507,702302,2025-07-05,31915.53,35646.53,0,On Time
911508,702302,2025-02-22,32968.81,32428.17,1,Late
911509,702302,2023-08-28,18278.57,18316.22,23,Late
911510,702302,2024-03-17,14598.43,13921.0,0,On Time
911511,702303,2023-08-30,7694.35,7511.92,0,On Time
911512,702303,2024-06-09,18472.7,19533.02,0,On Time
911513,702303,2023-09-09,30319.82,17189.2,163,Severely Late
911514,702303,2022-10-28,15503.75,13591.23,0,On Time
911515,702303,2024-06-27,45291.01,49616.98,0,On Time
911516,702304,2021-12-11,10321.01,10818.53,0,On Time
911517,702304,2022-02-10,13236.52,12945.33,0,On Time
911518,702304,2021-06-29,11778.84,13339.69,0,On Time
911519,702304,2021-11-11,20801.15,18248.7,13,Late
911520,702304,2022-07-01,14923.13,15860.75,0,On Time
911521,702305,2024-06-04,12086.02,10822.55,0,On Time
911522,702305,2022-06-23,21413.33,24377.4,0,On Time
911523,702305,2022-05-27,15038.16,17004.86,0,On Time
911524,702305,2022-08-08,13168.75,12439.66,2,Late
911525,702305,2023-05-06,22689.64,26048.23,0,On Time
911526,702306,2022-12-16,15642.29,13987.68,0,On Time
911527,702306,2024-06-02,19195.0,18869.77,0,On Time
911528,702306,2023-07-01,8697.48,9289.44,0,On Time
911529,702306,2022-12-07,26439.52,22811.78,0,On Time
911530,702306,2023-04-05,20512.02,20878.76,0,On Time
