loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,tenure_months,loan_date,maturity_date,loan_status,outstanding_amount,default_flag
704937,105136,19,Auto,872787.03,9.08,60,2022-07-28,2027-07-02,Active,691194.22,0
704938,105871,11,Auto,1100010.22,8.28,60,2020-08-03,2025-07-08,Active,564946.83,0
704939,100276,27,Personal,613555.76,13.1,36,2025-01-16,2028-01-01,Active,145010.73,0
704940,101530,3,Gold,282537.58,10.86,180,2025-07-21,2040-05-03,Active,198317.02,0
704941,106790,12,Business,1625173.28,10.95,36,2022-09-07,2025-08-22,Active,984707.49,0
704942,109388,10,Home,5733394.05,7.68,120,2023-07-14,2033-05-22,Closed,0.0,0
704943,108407,5,Home,1999127.12,8.8,48,2022-09-25,2026-09-04,Active,1062699.21,0
704944,106720,24,Gold,296268.64,9.86,120,2022-05-21,2032-03-29,Prepaid,0.0,0
704945,108244,35,Personal,294924.97,10.44,12,2025-08-07,2026-08-02,Active,231335.23,0
704946,104633,38,Personal,322973.94,11.58,48,2024-10-20,2028-09-29,Active,228119.96,0
704947,108959,22,Auto,444168.35,8.05,12,2024-08-11,2025-08-06,Active,101901.65,0
704948,108478,36,Business,3195388.93,9.41,12,2022-05-16,2023-05-11,Prepaid,0.0,0
704949,104386,16,Personal,218647.37,11.72,36,2022-01-14,2024-12-29,Active,149597.5,0
704950,103356,34,Education,299289.7,5.5,120,2025-01-11,2034-11-20,Closed,0.0,0
704951,103006,11,Home,1971635.9,8.55,12,2025-01-16,2026-01-11,Closed,0.0,0
704952,104247,25,Education,664040.28,7.52,84,2026-08-20,2033-07-14,Active,234559.82,0
704953,103634,22,Gold,215476.0,10.44,36,2026-06-24,2029-06-08,Active,123631.26,0
704954,107294,30,Gold,361440.5,13.06,120,2020-03-19,2030-01-26,Active,279496.67,0
704955,105068,37,Education,263486.22,10.43,48,2021-03-23,2025-03-02,Active,111442.28,0
704956,107424,24,Business,3208293.85,11.1,180,2020-06-06,2035-03-20,Active,1875677.86,0
704957,107172,10,Personal,586470.52,10.14,12,2022-12-11,2023-12-06,Active,256558.74,0
704958,108640,2,Personal,320397.7,13.55,36,2024-09-25,2027-09-10,Active,62886.45,0
704959,104833,21,Home,2429800.86,11.05,60,2020-07-19,2025-06-23,Closed,0.0,0
704960,103493,28,Home,4922550.12,7.18,12,2021-04-29,2022-04-24,Prepaid,0.0,0
704961,107374,27,Education,365574.01,6.52,24,2025-10-23,2027-10-13,Active,66144.78,0
704962,103246,16,Education,708958.18,10.76,24,2025-07-05,2027-06-25,Active,193244.81,0
704963,104819,12,Personal,178991.12,12.33,48,2025-05-05,2029-04-14,Prepaid,0.0,0
704964,109120,13,Personal,340318.2,11.34,48,2022-09-26,2026-09-05,Active,223943.34,0
704965,103003,25,Education,464550.56,8.9,240,2022-04-19,2042-01-04,Active,273026.06,0
704966,109372,35,Business,1169023.04,10.44,36,2020-02-25,2023-02-09,Active,201360.34,0
704967,102119,16,Auto,1502954.87,8.42,24,2021-04-07,2023-03-28,Closed,0.0,0
704968,103155,26,Auto,1775522.35,9.07,36,2021-10-09,2024-09-23,Active,716940.12,0
704969,105259,14,Personal,228796.1,10.49,60,2024-05-25,2029-04-29,Closed,0.0,0
704970,109260,9,Gold,159984.53,8.55,24,2020-05-08,2022-04-28,Active,94023.49,0
704971,102304,39,Personal,483012.86,14.18,240,2022-08-27,2042-05-14,Active,311982.58,0
704972,107718,35,Education,356417.81,7.39,60,2024-06-22,2029-05-27,Closed,0.0,0
704973,105481,23,Home,2372869.32,12.58,180,2024-03-25,2039-01-06,Active,409567.33,0
704974,105019,33,Auto,737857.56,9.17,24,2025-02-24,2027-02-14,Active,650326.65,0
704975,106342,9,Auto,915288.96,8.95,12,2023-06-06,2024-05-31,Closed,0.0,0
704976,102158,3,Home,1697694.47,10.67,48,2022-09-15,2026-08-25,Closed,0.0,0
704977,108909,19,Gold,482799.49,11.72,84,2020-10-05,2027-08-30,Active,152206.44,0
704978,100665,17,Personal,148522.32,11.3,240,2024-08-11,2044-04-28,Default,90538.75,1
704979,101938,5,Education,276498.74,,84,2020-12-18,2027-11-12,Active,112102.33,0
704980,107380,13,Business,955307.71,7.74,240,2026-02-25,2045-11-12,Prepaid,0.0,0
704981,100130,36,Personal,213904.03,11.15,24,2022-08-21,2024-08-10,Active,128662.46,0
704982,105685,32,Home,2203021.07,8.0,60,2020-10-14,2025-09-18,Active,1130127.49,0
704983,109020,21,Home,2032697.8,7.66,120,2020-10-15,2030-08-24,Closed,0.0,0
704984,105526,24,Home,10813485.14,10.28,120,2021-10-21,2031-08-30,Active,2151146.79,0
704985,106279,27,Gold,652047.72,11.49,12,2024-02-20,2025-02-14,Closed,0.0,0
704986,106623,23,Education,497470.88,5.97,36,2022-10-01,2025-09-15,Active,415893.52,0
704987,109516,3,Auto,861973.73,10.99,240,2023-12-11,2043-08-28,Closed,0.0,0
704988,103927,20,Personal,273613.76,12.81,84,2020-07-30,2027-06-24,Prepaid,0.0,0
704989,101851,16,Home,1024867.97,9.9,36,2023-01-28,2026-01-12,Active,596078.38,0
704990,106772,34,Gold,348702.07,11.33,84,2025-09-25,2032-08-19,Active,303481.9,0
704991,107644,14,Auto,1115136.93,10.74,60,2025-02-14,2030-01-19,Active,732415.89,0
704992,108879,2,Home,3896046.29,9.16,12,2024-09-08,2025-09-03,Active,1725852.74,0
704993,106123,8,Home,1898049.03,6.76,48,2024-08-24,2028-08-03,Active,864291.85,0
704994,105233,19,Personal,485668.67,12.33,240,2023-10-27,2043-07-14,Active,408872.17,0
704995,100256,36,Gold,184582.97,8.48,48,2022-04-07,2026-03-17,Active,138562.09,0
704996,109979,20,Auto,1586574.68,12.43,120,2021-04-27,2031-03-06,Closed,0.0,0
704997,104383,29,Personal,309267.8,15.16,36,2024-10-04,2027-09-19,Closed,0.0,0
704998,103522,31,Personal,210583.56,10.87,84,2022-05-27,2029-04-20,Active,195549.2,0
704999,106449,11,Personal,317523.83,14.74,120,2024-12-15,2034-10-24,Closed,0.0,0
705000,109200,4,Personal,83775.03,13.76,12,2021-08-21,2022-08-16,Active,35607.17,0
705001,100423,22,Gold,288054.13,11.35,180,2025-08-04,2040-05-17,Active,238217.53,0
705002,108101,20,Business,2707937.08,11.48,36,2025-08-13,2028-07-28,Active,937574.6,0
705003,108751,4,Education,512126.57,9.91,36,2020-07-27,2023-07-12,Active,171979.94,0
705004,100894,26,Personal,203752.68,11.54,120,2026-07-21,2036-05-29,Closed,0.0,0
705005,102891,12,Home,3252780.96,10.13,24,2025-07-21,2027-07-11,Closed,0.0,0
705006,109654,29,Home,1427464.49,6.04,120,2023-10-27,2033-09-04,Default,752559.32,1
705007,100276,5,Auto,1231371.87,9.52,60,2023-11-04,2028-10-08,Active,228384.58,0
705008,101353,11,Home,1806316.95,9.77,48,2022-05-28,2026-05-07,Closed,0.0,0
705009,100451,30,Home,1836197.42,10.54,120,2024-10-23,2034-09-01,Prepaid,0.0,0
705010,108586,6,Personal,457015.37,13.08,36,2021-09-26,2024-09-10,Active,76895.83,0
705011,101037,37,Business,1316566.49,10.21,36,2022-03-12,2025-02-24,Active,404157.62,0
705012,108517,38,Auto,1253947.98,9.26,24,2023-01-15,2025-01-04,Active,468397.49,0
705013,107720,7,Personal,359754.5,11.15,60,2026-04-17,2031-03-22,Active,332928.43,0
705014,109997,30,Business,1592833.28,9.34,12,2021-08-28,2022-08-23,Active,600619.54,0
705015,102465,19,Education,350161.24,8.67,240,2024-04-27,2044-01-13,Active,160915.75,0
705016,104533,22,Home,3812498.29,7.63,36,2020-10-23,2023-10-08,Active,3146655.98,0
705017,102510,12,Auto,1942294.38,10.05,60,2020-03-12,2025-02-14,Active,1702896.14,0
705018,102521,9,Education,1113746.19,7.69,12,2023-07-01,2024-06-25,Active,235904.29,0
705019,104064,8,Personal,234024.69,9.85,12,2020-04-06,2021-04-01,Active,127956.79,0
705020,100510,40,Home,2449145.48,8.93,60,2020-10-02,2025-09-06,Active,1333983.27,0
705021,104598,20,Business,2016984.24,12.82,48,2020-10-31,2024-10-10,Active,311658.23,0
705022,108276,33,Personal,287167.59,11.11,48,2025-10-21,2029-09-30,Active,157525.06,0
705023,101519,4,Personal,334690.41,11.8,24,2024-02-09,2026-01-29,Active,156411.64,0
705024,105620,2,Home,1460341.69,8.69,12,2021-02-24,2022-02-19,Active,488923.77,0
705025,105899,29,Auto,762895.74,9.16,36,2025-02-23,2028-02-08,Active,704382.76,0
705026,102635,18,Business,2382082.85,10.36,36,2020-08-29,2023-08-14,Active,632030.72,0
705027,104449,18,Home,2698182.01,9.03,240,2025-03-10,2044-11-25,Closed,0.0,0
705028,102274,23,Business,2226144.09,10.41,12,2021-07-09,2022-07-04,Active,342043.49,0
705029,105348,30,Auto,1011536.57,9.06,24,2024-09-27,2026-09-17,Active,782910.09,0
705030,102606,14,Gold,400461.87,8.84,36,2023-09-09,2026-08-24,Active,282809.01,0
705031,108560,4,Business,1798538.42,9.07,240,2021-07-24,2041-04-10,Active,685946.64,0
705032,108357,33,Gold,266914.03,10.92,48,2020-04-30,2024-04-09,Active,78749.76,0
705033,100677,14,Education,805578.22,9.56,12,2020-03-25,2021-03-20,Active,354083.22,0
705034,102783,17,Education,827693.94,7.7,180,2023-06-20,2038-04-02,Prepaid,0.0,0
705035,106995,37,Business,1450318.94,10.99,12,2024-05-25,2025-05-20,Prepaid,0.0,0
705036,105361,36,Home,1781635.38,8.42,36,2025-11-24,2028-11-08,Active,1354889.66,0
705037,101700,15,Auto,510716.02,8.02,84,2026-03-31,2033-02-22,Active,330267.58,0
705038,106719,27,Business,1005187.19,12.56,180,2021-02-27,2035-12-11,Active,235804.2,0
705039,103709,16,Home,3119013.36,6.9,180,2026-08-19,2041-06-01,Active,2345664.72,0
705040,107327,15,Personal,210711.77,11.95,48,2024-10-10,2028-09-19,Active,179809.59,0
705041,101532,27,Personal,333295.21,12.66,180,2022-03-28,2037-01-08,Active,262617.94,0
705042,104977,32,Gold,235533.34,9.74,120,2021-10-25,2031-09-03,Active,37771.48,0
705043,100590,7,Gold,266775.13,11.25,12,2023-12-22,2024-12-16,Active,197138.06,0
705044,109581,29,Business,1560095.04,10.43,180,2021-09-25,2036-07-08,Active,763171.63,0
705045,107335,21,Personal,211467.5,10.7,180,2022-07-10,2037-04-22,Active,127884.6,0
705046,107310,2,Home,4211185.39,9.81,12,2025-03-25,2026-03-20,Active,3926014.37,0
705047,109323,14,Education,772719.27,7.32,120,2022-10-20,2032-08-28,Active,723196.38,0
705048,102923,27,Personal,177852.54,10.78,60,2022-09-02,2027-08-07,Active,109193.26,0
705049,107455,27,Auto,466638.42,11.44,84,2025-03-22,2032-02-14,Closed,0.0,0
705050,108568,28,Personal,368007.84,11.26,84,2020-03-24,2027-02-16,Active,250856.18,0
705051,101634,6,Education,609890.01,8.63,60,2020-06-28,2025-06-02,Active,296568.41,0
705052,104587,9,Personal,312370.81,10.52,84,2023-11-28,2030-10-22,Active,249605.8,0
705053,102823,29,Home,1426334.5,10.32,180,2026-04-23,2041-02-03,Active,378476.93,0
705054,101643,26,Personal,313657.15,12.14,48,2023-01-31,2027-01-10,Active,124437.65,0
705055,109041,31,Auto,784064.73,9.22,24,2022-12-11,2024-11-30,Active,324420.43,0
705056,105105,29,Gold,285989.32,12.3,24,2020-10-21,2022-10-11,Closed,0.0,0
705057,107935,8,Gold,291575.83,9.64,24,2023-01-25,2025-01-14,Active,131180.76,0
705058,105804,33,Business,1290963.8,11.08,36,2023-06-02,2026-05-17,Active,324775.31,0
705059,108795,10,Auto,777289.3,10.04,120,2024-08-05,2034-06-14,Closed,0.0,0
705060,100993,21,Personal,298119.23,10.4,36,2023-07-24,2026-07-08,Default,66666.01,1
705061,107138,13,Personal,1136235.42,12.21,84,2022-08-01,2029-06-25,Active,846159.66,0
705062,109790,4,Auto,559118.36,9.86,60,2025-10-14,2030-09-18,Active,437850.7,0
705063,101116,20,Personal,177927.37,11.51,48,2021-08-05,2025-07-15,Active,76657.82,0
705064,106208,28,Gold,332748.64,10.83,60,2026-05-23,2031-04-27,Active,311405.32,0
705065,103272,22,Personal,292699.43,13.68,60,2026-04-28,2031-04-02,Closed,0.0,0
705066,108574,23,Gold,392420.82,9.68,24,2020-08-25,2022-08-15,Active,266734.84,0
705067,100938,4,Auto,729039.18,10.53,60,2025-07-08,2030-06-12,Active,397151.84,0
705068,102863,36,Personal,234306.53,15.25,120,2020-11-28,2030-10-07,Active,179170.25,0
705069,103266,30,Home,2528594.15,8.1,36,2023-01-29,2026-01-13,Active,2260516.49,0
705070,106599,35,Auto,543369.47,11.34,36,2021-10-16,2024-09-30,Active,460513.96,0
705071,102169,3,Business,3578029.9,10.99,120,2020-05-18,2030-03-27,Active,2592557.4,0
705072,102932,33,Business,2632133.32,8.82,12,2023-05-01,2024-04-25,Active,733510.64,0
705073,107054,3,Personal,107218.21,13.54,84,2023-10-13,2030-09-06,Active,27924.03,0
705074,103730,23,Personal,399043.44,10.97,180,2023-11-11,2038-08-24,Active,88979.87,0
705075,107020,29,Home,3057600.57,9.86,24,2021-08-30,2023-08-20,Active,1575099.51,0
705076,102272,10,Home,1753379.59,9.45,120,2025-12-30,2035-11-08,Closed,0.0,0
705077,101781,40,Education,466790.68,11.89,180,2021-04-11,2036-01-23,Active,137035.38,0
705078,106833,9,Education,896218.58,8.52,24,2021-01-09,2022-12-30,Active,339837.2,0
705079,105616,19,Auto,489610.62,10.2,36,2025-07-09,2028-06-23,Closed,0.0,0
705080,100909,36,Personal,277170.58,16.89,24,2025-05-23,2027-05-13,Active,164977.81,0
705081,101631,7,Home,2912083.61,11.64,84,2020-02-17,2027-01-11,Active,912428.27,0
705082,104278,7,Business,2037564.54,13.72,60,2021-06-23,2026-05-28,Active,923201.95,0
705083,102034,12,Auto,502518.93,8.85,120,2020-12-09,2030-10-18,Closed,0.0,0
705084,109577,40,Education,530933.25,8.62,36,2023-07-16,2026-06-30,Prepaid,0.0,0
705085,108101,20,Gold,251843.4,11.06,180,2020-10-07,2035-07-21,Prepaid,0.0,0
705086,109167,19,Auto,1066981.06,9.75,60,2022-03-13,2027-02-15,Active,365839.51,0
705087,100155,11,Personal,210951.63,10.66,60,2025-10-23,2030-09-27,Active,70201.6,0
705088,103340,31,Home,3372365.61,10.43,24,2024-04-14,2026-04-04,Active,2168402.59,0
705089,101929,7,Auto,1664791.78,10.09,36,2024-08-18,2027-08-03,Active,1202296.95,0
705090,102299,7,Home,1759236.61,8.0,24,2020-10-17,2022-10-07,Active,542312.09,0
705091,106132,37,Home,926601.37,9.18,240,2020-01-22,2039-10-09,Active,263625.38,0
705092,101140,31,Business,1351120.43,11.27,24,2024-02-14,2026-02-03,Active,983724.36,0
705093,106473,37,Business,2083725.91,11.6,180,2023-11-22,2038-09-04,Active,1488799.21,0
705094,108332,5,Personal,171181.63,12.29,60,2024-04-13,2029-03-18,Active,113456.58,0
705095,101133,9,Gold,279513.48,9.71,12,2024-11-10,2025-11-05,Active,144878.87,0
705096,103175,38,Home,2409860.73,7.03,48,2020-03-18,2024-02-26,Prepaid,0.0,0
705097,102725,25,Home,3185918.43,7.47,60,2023-04-30,2028-04-03,Active,664875.4,0
705098,109437,13,Home,2705606.29,7.52,240,2021-08-30,2041-05-17,Active,1726523.35,0
705099,100393,36,Personal,248763.15,13.04,48,2025-04-15,2029-03-25,Active,191321.72,0
705100,104001,8,Education,531463.4,9.57,60,2021-11-09,2026-10-14,Active,450455.17,0
705101,101400,15,Business,1425012.79,8.29,36,2023-01-02,2025-12-17,Closed,0.0,0
705102,102130,23,Personal,451323.73,11.74,24,2021-09-16,2023-09-06,Active,328431.86,0
705103,108222,20,Personal,466336.87,13.82,36,2020-08-13,2023-07-29,Closed,0.0,0
705104,100229,35,Home,2164201.09,9.35,36,2025-07-07,2028-06-21,Active,1653918.78,0
705105,104263,27,Business,1980016.06,12.17,36,2022-09-21,2025-09-05,Prepaid,0.0,0
705106,109113,18,Home,3233430.93,7.58,84,2025-11-27,2032-10-21,Active,1377650.52,0
705107,103426,8,Auto,1040388.55,9.01,120,2023-06-20,2033-04-28,Closed,0.0,0
705108,104107,4,Business,2123413.4,10.14,120,2024-12-14,2034-10-23,Active,1345222.55,0
705109,104132,13,Auto,525842.16,9.36,24,2024-10-12,2026-10-02,Active,138404.08,0
705110,101201,9,Home,2637474.02,10.35,24,2025-11-22,2027-11-12,Prepaid,0.0,0
705111,102839,36,Auto,542304.76,10.17,12,2022-12-30,2023-12-25,Closed,0.0,0
705112,101871,35,Business,2256010.28,11.72,36,2025-07-27,2028-07-11,Active,1081453.93,0
705113,101624,16,Auto,773516.17,8.27,84,2025-05-08,2032-04-01,Active,302428.88,0
705114,100621,11,Gold,212657.01,10.49,12,2026-03-29,2027-03-24,Active,41216.01,0
705115,101465,30,Business,2443551.08,11.51,36,2021-10-17,2024-10-01,Active,2080239.64,0
705116,102607,10,Business,962649.37,11.1,240,2021-10-23,2041-07-10,Active,854795.63,0
705117,100930,22,Home,4572588.07,7.82,48,2021-03-16,2025-02-23,Active,3842191.2,0
705118,106065,35,Home,2571164.88,9.15,36,2024-02-17,2027-02-01,Active,1279060.48,0
705119,106278,30,Home,3590225.81,8.69,24,2026-03-18,2028-03-07,Active,2134556.9,0
705120,106704,6,Home,2671181.2,8.22,36,2021-06-30,2024-06-14,Active,1677615.46,0
705121,107808,1,Education,932259.94,8.93,12,2021-01-31,2022-01-26,Active,427173.88,0
705122,107705,33,Gold,207840.66,12.65,36,2020-06-05,2023-05-21,Active,113934.38,0
705123,105961,31,Business,903579.28,10.38,36,2022-12-30,2025-12-14,Active,689529.29,0
705124,100486,34,Home,2376492.47,7.76,60,2021-05-22,2026-04-26,Active,743297.61,0
705125,106524,10,Gold,148551.45,12.07,24,2023-07-28,2025-07-17,Closed,0.0,0
705126,106668,35,Home,4271344.48,7.96,180,2021-09-28,2036-07-11,Active,1954107.54,0
705127,108985,25,Personal,201868.5,12.44,36,2024-12-16,2027-12-01,Active,56005.35,0
705128,104366,13,Business,2039424.02,10.79,48,2020-03-07,2024-02-15,Active,1791485.83,0
705129,103515,8,Personal,211470.92,12.33,84,2026-02-14,2033-01-08,Prepaid,0.0,0
705130,101979,39,Home,1694779.89,8.53,12,2024-08-18,2025-08-13,Active,1162464.47,0
705131,104180,27,Personal,244813.08,14.98,24,2020-06-09,2022-05-30,Active,210713.94,0
705132,101968,23,Auto,329844.11,11.5,60,2026-06-20,2031-05-25,Closed,0.0,0
705133,107206,28,Business,1948475.85,12.17,48,2021-06-21,2025-05-31,Active,956396.07,0
705134,109016,37,Business,3238523.04,9.9,60,2020-08-22,2025-07-27,Prepaid,0.0,0
705135,103960,34,Auto,575348.81,10.37,36,2023-01-02,2025-12-17,Active,470911.33,0
705136,101910,30,Business,2023081.35,11.16,12,2026-07-21,2027-07-16,Prepaid,0.0,0
705137,106927,36,Education,1002477.63,7.02,60,2024-07-13,2029-06-17,Active,740447.31,0
705138,109468,40,Business,1734098.62,12.62,36,2024-11-10,2027-10-26,Active,1349708.24,0
705139,100472,16,Business,2572814.9,9.89,60,2025-05-03,2030-04-07,Closed,0.0,0
705140,104697,15,Gold,172335.29,9.62,36,2022-11-23,2025-11-07,Active,136014.93,0
705141,107163,14,Personal,444529.73,13.06,24,2023-08-12,2025-08-01,Default,344445.81,1
705142,100163,8,Home,5069652.57,9.71,36,2025-04-07,2028-03-22,Closed,0.0,0
705143,104471,23,Business,1741310.4,11.11,48,2022-04-08,2026-03-18,Closed,0.0,0
705144,105730,20,Personal,492816.93,10.75,12,2021-10-01,2022-09-26,Active,88619.91,0
705145,106222,7,Gold,199841.38,7.47,120,2022-08-26,2032-07-04,Closed,0.0,0
705146,101850,29,Business,1484990.75,13.05,36,2020-08-02,2023-07-18,Active,889261.09,0
705147,100015,19,Home,4705186.59,5.57,240,2020-06-30,2040-03-17,Active,2298633.4,0
705148,103669,30,Education,320854.49,5.95,24,2023-11-14,2025-11-03,Active,207217.62,0
705149,107978,3,Gold,428389.42,10.02,84,2020-02-09,2027-01-03,Default,382006.81,1
705150,100943,22,Business,2166447.0,7.6,36,2023-06-01,2026-05-16,Active,725553.36,0
705151,108694,33,Personal,835865.61,13.13,84,2023-09-12,2030-08-06,Active,344951.89,0
705152,101727,15,Auto,1271960.56,9.35,24,2022-08-01,2024-07-21,Closed,0.0,0
705153,104828,2,Business,2718645.48,12.59,48,2022-01-18,2025-12-28,Default,1820155.67,1
705154,105522,33,Personal,364854.12,10.48,12,2026-03-22,2027-03-17,Default,89045.83,1
705155,104466,15,Education,239873.12,10.18,84,2024-06-17,2031-05-12,Closed,0.0,0
705156,109761,28,Business,3019321.26,12.74,48,2022-09-04,2026-08-14,Closed,0.0,0
705157,108650,40,Auto,1266250.3,7.41,24,2022-08-29,2024-08-18,Closed,0.0,0
705158,109581,28,Gold,522034.08,10.97,48,2020-07-12,2024-06-21,Active,454226.44,0
705159,104955,28,Auto,461993.35,8.71,48,2025-10-16,2029-09-25,Active,279513.12,0
705160,100822,22,Personal,426111.99,10.15,60,2023-01-11,2027-12-16,Active,344374.08,0
705161,105149,25,Personal,367937.28,12.83,36,2022-11-17,2025-11-01,Active,286900.76,0
705162,105543,5,Gold,163893.2,10.2,36,2025-05-14,2028-04-28,Active,50814.8,0
705163,103245,13,Auto,408161.45,7.31,48,2022-09-04,2026-08-14,Closed,0.0,0
705164,106347,35,Personal,458329.08,13.1,240,2026-05-10,2046-01-25,Active,337884.29,0
705165,109875,28,Gold,405865.22,12.82,60,2025-03-18,2030-02-20,Active,346340.14,0
705166,103671,10,Home,7942766.42,8.18,60,2022-09-13,2027-08-18,Active,3709778.89,0
705167,108730,19,Personal,244066.84,14.08,24,2020-07-06,2022-06-26,Closed,0.0,0
705168,105238,22,Gold,276075.72,10.37,36,2022-10-28,2025-10-12,Active,122293.25,0
705169,109473,11,Gold,338430.04,9.84,24,2024-01-15,2026-01-04,Active,76349.9,0
705170,109016,3,Personal,367945.66,12.67,60,2026-02-16,2031-01-21,Active,304137.3,0
705171,102890,21,Home,4263948.9,5.5,48,2023-06-20,2027-05-30,Active,2940536.29,0
705172,108986,22,Gold,273612.52,10.57,24,2023-01-03,2024-12-23,Active,116061.4,0
705173,104259,8,Business,1952741.29,9.39,240,2021-10-19,2041-07-06,Closed,0.0,0
705174,103197,10,Personal,205572.67,11.9,36,2021-09-26,2024-09-10,Active,82256.44,0
705175,103871,13,Education,560450.02,7.33,36,2025-06-28,2028-06-12,Prepaid,0.0,0
705176,101187,31,Home,5230435.13,10.48,120,2021-01-15,2030-11-24,Active,1067619.39,0
705177,100550,16,Personal,608171.47,14.64,60,2021-06-03,2026-05-08,Closed,0.0,0
705178,104414,18,Auto,711429.84,12.18,24,2026-06-13,2028-06-02,Active,517053.83,0
705179,101901,8,Gold,168953.35,11.78,36,2025-01-17,2028-01-02,Active,136696.79,0
705180,102444,10,Personal,244370.81,12.32,240,2026-04-25,2046-01-10,Active,93945.38,0
705181,107885,6,Home,2198781.19,8.11,60,2023-01-06,2027-12-11,Active,627284.78,0
705182,104163,10,Gold,425674.29,12.02,120,2021-05-13,2031-03-22,Active,336624.65,0
705183,102482,15,Auto,682591.82,11.77,84,2022-07-12,2029-06-05,Prepaid,0.0,0
705184,103992,3,Auto,845048.97,10.77,24,2025-11-05,2027-10-26,Active,748004.41,0
705185,108685,7,Business,1370446.61,11.89,180,2022-07-27,2037-05-09,Active,499288.09,0
705186,105299,24,Gold,452978.3,11.62,36,2024-08-29,2027-08-14,Active,388004.62,0
705187,108403,11,Business,2234162.11,13.23,240,2024-04-13,2043-12-30,Active,565498.99,0
705188,109048,18,Auto,833556.12,8.98,24,2022-06-08,2024-05-28,Active,254354.04,0
705189,107036,17,Personal,116950.79,11.21,60,2022-12-20,2027-11-24,Active,79360.44,0
705190,106138,2,Gold,229260.54,9.53,36,2021-07-22,2024-07-06,Active,135541.62,0
705191,102282,23,Home,2856293.51,10.53,36,2025-04-16,2028-03-31,Active,2306095.87,0
705192,108883,17,Home,4566406.12,7.67,48,2020-03-19,2024-02-27,Active,4324388.76,0
705193,108023,34,Auto,1166659.89,7.24,12,2020-02-18,2021-02-12,Active,1071574.4,0
705194,109901,23,Home,4014175.1,10.29,12,2020-05-25,2021-05-20,Active,831957.02,0
705195,104422,28,Personal,182476.81,13.69,36,2022-08-24,2025-08-08,Active,149515.35,0
705196,100311,2,Auto,471851.56,8.99,60,2025-01-08,2029-12-13,Active,407376.19,0
705197,106335,31,Education,897200.13,9.06,240,2026-02-13,2045-10-31,Active,139363.42,0
705198,101773,10,Business,1379178.08,14.74,24,2025-04-21,2027-04-11,Active,1157389.71,0
705199,101752,2,Home,1625292.73,8.29,60,2025-06-11,2030-05-16,Active,995137.78,0
705200,103177,18,Home,1001994.56,8.2,12,2025-08-01,2026-07-27,Active,702863.36,0
705201,100188,7,Personal,275990.23,12.78,60,2021-07-05,2026-06-09,Active,63627.05,0
705202,100873,37,Auto,477613.59,10.55,60,2022-06-17,2027-05-22,Active,247278.34,0
705203,102784,35,Auto,1167447.74,14.84,24,2026-03-26,2028-03-15,Active,255164.24,0
705204,100356,16,Business,3341100.79,16.04,24,2022-05-12,2024-05-01,Active,595296.47,0
705205,103077,19,Auto,802976.3,6.66,24,2023-11-01,2025-10-21,Active,386557.17,0
705206,104182,7,Personal,310772.81,11.91,60,2023-12-16,2028-11-19,Closed,0.0,0
705207,106027,9,Personal,145638.66,11.45,180,2023-11-05,2038-08-18,Active,120830.27,0
705208,101814,3,Business,5551505.9,10.05,60,2023-01-04,2027-12-09,Closed,0.0,0
705209,104366,40,Auto,816015.48,7.03,24,2024-12-31,2026-12-21,Active,677409.27,0
705210,101994,40,Home,2946727.07,7.32,48,2024-07-01,2028-06-10,Active,1132192.81,0
705211,104364,24,Auto,1664451.11,9.79,12,2024-06-22,2025-06-17,Active,707631.76,0
705212,105900,17,Home,2912510.24,6.53,60,2022-10-14,2027-09-18,Closed,0.0,0
705213,109592,23,Personal,261502.47,10.79,48,2025-02-04,2029-01-14,Prepaid,0.0,0
705214,104891,31,Business,3598696.62,8.28,120,2024-12-29,2034-11-07,Active,1111983.46,0
705215,104605,35,Personal,218434.76,13.45,36,2026-02-05,2029-01-20,Closed,0.0,0
705216,108192,26,Personal,159721.1,8.78,48,2022-07-05,2026-06-14,Active,87848.27,0
705217,105624,27,Home,2605963.11,7.85,24,2020-06-23,2022-06-13,Closed,0.0,0
705218,109232,31,Personal,370859.1,12.59,12,2024-10-11,2025-10-06,Closed,0.0,0
705219,105888,14,Home,3316755.04,6.7,84,2020-10-28,2027-09-22,Closed,0.0,0
705220,106797,23,Business,1341459.23,10.37,60,2021-10-01,2026-09-05,Active,306148.77,0
705221,103604,40,Home,2765520.04,6.76,180,2024-08-28,2039-06-11,Active,2626864.28,0
705222,107326,33,Home,1767600.92,8.45,36,2020-05-03,2023-04-18,Active,1181491.84,0
705223,107047,23,Personal,324222.58,12.72,36,2025-12-23,2028-12-07,Active,293712.15,0
705224,108331,36,Auto,582187.13,11.04,240,2023-06-19,2043-03-06,Active,179333.2,0
705225,100040,9,Education,318721.99,5.5,36,2021-10-18,2024-10-02,Active,91229.9,0
705226,106405,38,Business,3228488.16,13.69,120,2024-10-26,2034-09-04,Prepaid,0.0,0
705227,109027,14,Gold,789830.28,12.07,36,2023-06-16,2026-05-31,Active,595933.65,0
705228,109524,16,Personal,276918.6,11.84,240,2022-11-26,2042-08-13,Active,233782.9,0
705229,104929,9,Business,1882472.2,7.28,180,2026-03-24,2041-01-04,Active,390163.85,0
705230,103803,21,Personal,141465.08,12.66,48,2024-06-29,2028-06-08,Active,108575.6,0
