transaction_id,account_id,transaction_date,transaction_type,amount,merchant_category,channel,transaction_status
1216909,505498,2025-03-10 08:58:39,Payment,8110.3,Fuel,Mobile,Success
1216910,507052,2025-04-21 11:36:17,Payment,1628.73,Healthcare,POS,Success
1216911,502014,2025-05-30 14:16:38,Withdrawal,23624.98,Shopping,UPI,Success
1216912,513117,2025-07-03 03:19:13,Withdrawal,13096.22,Groceries,ATM,Reversed
1216913,513921,2025-06-13 10:57:38,Payment,9618.74,Travel,ATM,Success
1216914,502174,2025-11-07 13:13:18,Deposit,10907.53,Fuel,POS,Success
1216915,509103,2025-06-09 20:19:31,Transfer,2658.6,Dining,ATM,Success
1216916,506364,2025-05-25 05:15:46,Deposit,12652.21,Other,UPI,Success
1216917,506131,2025-05-23 13:38:20,Withdrawal,5383.22,Shopping,UPI,Success
1216918,513186,2025-03-30 14:03:50,Transfer,6140.98,Groceries,UPI,Success
1216919,502120,2025-04-30 21:46:23,Payment,3106.7,Utilities,UPI,Success
1216920,502573,2025-11-20 20:30:41,Withdrawal,10990.6,Dining,POS,Success
1216921,509244,2025-02-20 08:06:41,Fee,20409.16,Other,Branch,Success
1216922,512654,2025-01-08 06:11:37,Fee,16719.06,Shopping,UPI,Success
1216923,502700,2025-01-11 07:28:39,Deposit,692.34,Shopping,UPI,Success
1216924,506825,2025-11-16 17:47:15,Interest,6064.27,Utilities,ATM,Success
1216925,505954,2025-11-11 07:15:36,Interest,19443.56,Utilities,Internet Banking,Success
1216926,511763,2025-05-03 14:18:50,Transfer,12392.21,Shopping,Branch,Success
1216927,506447,2025-04-19 08:08:58,Transfer,1330.68,Dining,POS,Success
1216928,509471,2025-04-14 19:38:01,Deposit,3925.91,Travel,ATM,Success
1216929,508194,2025-06-06 09:59:45,Fee,7238.01,Other,ATM,Success
1216930,502304,2025-03-05 17:38:08,Interest,17497.43,Education,ATM,Success
1216931,511717,2025-11-04 18:27:57,Deposit,2920.09,Dining,ATM,Success
1216932,506809,2025-09-16 12:51:45,Transfer,947.73,Dining,UPI,Success
1216933,512764,2025-06-12 21:18:48,Transfer,1819.52,Other,ATM,Success
1216934,513459,2025-12-20 19:50:05,Withdrawal,15267.48,Shopping,POS,Success
1216935,504287,2025-08-16 22:15:13,Deposit,2620.89,Utilities,POS,Success
1216936,502883,2025-11-09 09:16:56,Payment,7571.78,Healthcare,ATM,Success
1216937,507892,2025-12-08 14:55:13,Withdrawal,63590.71,Education,UPI,Failed
1216938,512772,2025-06-25 22:46:29,Transfer,5753.06,Dining,UPI,Success
1216939,501325,2025-04-30 00:44:08,Deposit,1359.67,Education,UPI,Success
1216940,513176,2025-04-01 19:05:21,Interest,2105.25,Travel,Internet Banking,Success
1216941,503135,2025-04-26 00:45:25,Transfer,6931.93,Shopping,UPI,Success
1216942,500901,2025-08-23 03:51:41,Fee,14389.93,Dining,Internet Banking,Success
1216943,505691,2025-05-04 22:31:49,Deposit,6241.99,Other,UPI,Success
1216944,501915,2025-10-04 18:49:17,Transfer,3199.31,Utilities,Mobile,Success
1216945,512585,2025-08-16 04:39:50,Withdrawal,1250.98,Groceries,UPI,Success
1216946,500280,2025-11-24 17:47:24,Withdrawal,5916.52,Healthcare,POS,Success
1216947,500225,2025-08-02 12:02:53,Deposit,2047.85,Fuel,Mobile,Success
1216948,507684,2025-09-02 20:31:04,Transfer,6870.56,Travel,UPI,Success
1216949,512375,2025-01-07 14:55:26,Withdrawal,1859.04,Dining,UPI,Success
1216950,501061,2025-12-03 20:11:01,Payment,19970.83,Travel,UPI,Success
1216951,502104,2025-03-18 07:10:02,Fee,5230.51,Education,UPI,Success
1216952,512045,2025-06-16 08:58:28,Transfer,845.02,Travel,Mobile,Success
1216953,510227,2025-04-25 14:03:47,Payment,794.66,Other,Internet Banking,Success
1216954,510393,2025-08-04 22:43:08,Transfer,19671.27,Travel,ATM,Success
1216955,508872,2025-09-03 07:05:56,Fee,9187.08,Utilities,UPI,Success
1216956,507696,2025-12-30 20:02:37,Payment,6660.43,Travel,Internet Banking,Success
1216957,503764,2025-04-06 03:05:33,Interest,5978.58,Utilities,UPI,Success
1216958,511292,2025-05-16 21:43:14,Transfer,13798.74,Fuel,Internet Banking,Success
1216959,506090,2025-06-19 00:27:47,Withdrawal,789.63,Dining,Mobile,Success
1216960,504146,2025-11-21 14:37:11,Deposit,8228.46,Other,ATM,Success
1216961,512064,2025-01-24 13:26:23,Withdrawal,265.5,Dining,ATM,Success
1216962,510707,2025-05-02 12:55:09,Transfer,2488.18,Fuel,Internet Banking,Success
1216963,512960,2025-12-09 07:18:57,Withdrawal,3036.6,Healthcare,POS,Success
1216964,510445,2025-08-07 12:05:47,Interest,10717.77,Fuel,UPI,Success
1216965,510987,2025-04-13 19:15:04,Transfer,10766.14,Shopping,ATM,Success
1216966,509386,2025-01-05 22:13:24,Transfer,4481.57,Education,ATM,Success
1216967,500960,2025-04-21 09:08:45,Fee,5467.04,Utilities,ATM,Success
1216968,507823,2025-06-05 05:29:33,Deposit,11550.93,Utilities,Internet Banking,Success
1216969,508962,2025-11-08 21:33:07,Transfer,4251.1,Travel,Internet Banking,Success
1216970,507198,2025-02-23 14:08:53,Deposit,5834.63,Travel,ATM,Success
1216971,504123,2025-12-14 11:57:46,Payment,17440.7,Travel,Mobile,Success
1216972,504184,2025-02-07 11:16:12,Transfer,3739.8,Fuel,UPI,Success
1216973,508912,2025-11-07 09:14:24,Interest,4890.74,Other,ATM,Success
1216974,505965,2025-08-05 11:31:42,Transfer,11421.63,Dining,POS,Success
1216975,506676,2025-04-14 16:12:23,Deposit,22364.79,Groceries,Internet Banking,Success
1216976,507702,2025-03-22 23:13:53,Payment,4890.19,Travel,POS,Success
1216977,508135,2025-07-24 22:58:38,Withdrawal,6885.4,Other,UPI,Success
1216978,500035,2025-02-09 00:15:29,Withdrawal,7784.96,Other,POS,Success
1216979,512584,2025-03-22 01:16:18,Deposit,3106.92,Fuel,Internet Banking,Success
1216980,513673,2025-12-21 19:09:46,Deposit,1203.15,Groceries,Mobile,Success
1216981,509725,2025-04-28 14:55:55,Interest,1924.3,Travel,ATM,Success
1216982,511017,2025-11-08 18:38:36,Withdrawal,6256.14,Groceries,Branch,Reversed
1216983,509779,2025-01-16 23:03:38,Transfer,3803.85,Education,UPI,Success
1216984,502934,2025-01-22 13:09:13,Deposit,4805.62,Education,UPI,Success
1216985,513094,2025-03-07 16:49:14,Deposit,4481.49,Travel,Internet Banking,Success
1216986,504037,2025-03-29 06:34:23,Withdrawal,9604.27,Utilities,UPI,Success
1216987,503135,2025-02-20 12:06:50,Withdrawal,1866.4,Education,ATM,Success
1216988,512119,2025-07-31 06:39:31,Fee,8845.09,Shopping,ATM,Success
1216989,512005,2025-12-13 10:54:38,Fee,2396.33,Healthcare,UPI,Success
1216990,511981,2025-02-27 07:49:05,Interest,3229.41,Healthcare,Mobile,Success
1216991,504045,2025-04-24 02:43:29,Withdrawal,11909.71,Groceries,Internet Banking,Success
1216992,513185,2025-06-20 19:00:41,Deposit,5872.95,Utilities,Internet Banking,Success
1216993,507022,2025-05-29 03:20:16,Transfer,7328.68,Fuel,UPI,Success
1216994,507148,2025-08-27 06:37:24,Interest,7401.28,Other,Mobile,Success
1216995,506682,2025-01-31 12:38:03,Transfer,6640.8,Travel,ATM,Success
1216996,502435,2025-09-13 19:21:23,Withdrawal,12742.32,Education,Branch,Success
1216997,507628,2025-01-22 00:48:23,Payment,19592.09,Healthcare,POS,Success
1216998,513042,2025-04-19 01:55:49,Deposit,13457.37,Shopping,Mobile,Success
1216999,511678,2025-07-29 12:24:28,Interest,4735.61,Dining,Internet Banking,Success
1217000,504631,2025-10-02 15:16:27,Interest,2701.86,Healthcare,POS,Success
1217001,507011,2025-02-11 11:51:23,Deposit,7538.19,Dining,ATM,Success
1217002,506446,2025-12-31 11:00:52,Transfer,21405.17,Travel,Internet Banking,Success
1217003,513456,2025-02-06 06:56:02,Deposit,3870.72,Groceries,ATM,Success
1217004,512627,2025-05-05 05:26:01,Transfer,3732.27,Healthcare,POS,Success
1217005,512908,2025-01-27 10:11:33,Withdrawal,1315.04,Groceries,POS,Success
1217006,502450,2025-11-07 05:36:29,Fee,2226.67,Travel,POS,Success
1217007,513859,2025-05-04 03:01:12,Fee,10179.51,Utilities,UPI,Success
1217008,510060,2025-09-14 04:26:48,Deposit,5442.66,Shopping,UPI,Success
1217009,512008,2025-10-07 22:54:07,Interest,32332.61,Groceries,Mobile,Success
1217010,513858,2025-12-29 03:12:30,Transfer,1861.03,Dining,Mobile,Failed
1217011,511870,2025-02-13 13:01:41,Deposit,18965.71,Utilities,Mobile,Reversed
1217012,511766,2025-07-02 00:41:34,Transfer,1409.65,Education,Mobile,Success
1217013,513107,2025-01-08 14:51:22,Deposit,10836.04,Dining,UPI,Success
1217014,501484,2025-05-06 06:10:23,Fee,3075.85,Education,UPI,Success
1217015,505041,2025-09-25 15:14:31,Withdrawal,1097.64,Utilities,ATM,Success
1217016,505108,2025-07-06 09:08:30,Payment,33686.55,Other,Mobile,Success
1217017,504041,2025-02-13 12:10:07,Payment,6246.27,Education,Internet Banking,Success
1217018,501791,2025-10-02 08:19:54,Transfer,5649.3,Utilities,UPI,Success
1217019,502529,2025-02-12 23:09:42,Withdrawal,5286.71,Dining,Internet Banking,Success
1217020,509104,2025-12-21 15:44:20,Payment,20758.14,Utilities,Branch,Success
1217021,506347,2025-01-20 01:11:30,Payment,10122.68,Healthcare,Mobile,Success
1217022,508528,2025-02-15 02:23:40,Withdrawal,3272.58,Shopping,POS,Success
1217023,513691,2025-09-13 03:26:11,Fee,1469.65,Groceries,Mobile,Success
1217024,510607,2025-08-29 14:28:31,Interest,4633.14,Fuel,UPI,Success
1217025,503188,2025-11-08 03:44:27,Deposit,772.96,Education,Internet Banking,Success
1217026,508827,2025-07-04 04:42:15,Transfer,4377.37,Healthcare,POS,Success
1217027,500966,2025-07-12 22:25:28,Deposit,16083.85,Healthcare,POS,Success
1217028,513215,2025-01-02 03:07:13,Transfer,10741.74,Fuel,UPI,Success
1217029,501147,2025-11-23 16:49:44,Withdrawal,2113.89,Dining,ATM,Success
1217030,512973,2025-07-17 10:08:14,Deposit,5275.09,Fuel,POS,Success
1217031,507180,2025-11-19 13:34:15,Fee,3908.64,Other,UPI,Success
1217032,500069,2025-08-01 12:20:41,Interest,1807.49,Utilities,UPI,Success
1217033,504942,2025-05-13 13:13:24,Fee,3164.66,Utilities,UPI,Success
1217034,501298,2025-06-30 01:01:01,Withdrawal,8536.83,Fuel,Mobile,Success
1217035,509843,2025-12-20 08:15:24,Withdrawal,30960.49,Healthcare,POS,Success
1217036,505654,2025-08-26 18:25:10,Transfer,3555.01,Dining,POS,Success
1217037,502357,2025-01-13 18:12:05,Fee,9279.54,Utilities,POS,Success
1217038,512767,2025-02-05 23:38:17,Payment,7815.6,Utilities,ATM,Success
1217039,508295,2025-01-21 10:34:29,Withdrawal,4020.63,Utilities,Internet Banking,Success
1217040,511179,2025-02-01 07:41:59,Deposit,4854.65,Dining,UPI,Success
1217041,504771,2025-08-07 03:20:53,Transfer,673.26,Other,UPI,Success
1217042,513266,2025-12-02 06:25:07,Withdrawal,19557.95,Fuel,ATM,Success
1217043,511870,2025-11-27 00:27:18,Fee,2289.79,Other,Internet Banking,Success
1217044,513067,2025-04-18 06:03:19,Payment,8714.15,Education,POS,Success
1217045,500565,2025-03-19 19:08:59,Withdrawal,18477.15,Utilities,POS,Failed
1217046,508141,2025-06-01 14:31:25,Interest,7388.02,Groceries,UPI,Success
1217047,509937,2025-08-25 11:31:55,Payment,22712.3,Fuel,UPI,Success
1217048,511794,2025-05-17 02:54:27,Withdrawal,2281.91,Utilities,Mobile,Success
1217049,507959,2025-06-04 08:20:57,Transfer,6463.19,Fuel,POS,Success
1217050,504116,2025-08-01 12:57:48,Transfer,2451.46,Travel,ATM,Success
1217051,506141,2025-09-29 09:57:27,Payment,3367.42,Fuel,Branch,Success
1217052,503303,2025-11-13 01:35:14,Transfer,9377.04,Education,Internet Banking,Success
1217053,501340,2025-02-22 18:30:24,Transfer,6427.83,Shopping,UPI,Success
1217054,501679,2025-06-12 11:18:16,Interest,769.68,Other,Internet Banking,Success
1217055,505666,2025-07-03 10:25:05,Payment,3347.7,Education,UPI,Success
1217056,506609,2025-05-19 16:07:58,Payment,7660.8,Utilities,Internet Banking,Success
1217057,502362,2025-07-13 23:55:28,Deposit,4649.39,Travel,Mobile,Success
1217058,513278,2025-11-20 14:37:04,Fee,885.86,Other,Internet Banking,Success
1217059,501858,2025-06-06 21:11:51,Withdrawal,6262.84,Fuel,ATM,Success
1217060,511000,2025-07-13 12:02:20,Withdrawal,1618.4,Shopping,UPI,Success
1217061,505674,2025-09-11 22:33:54,Interest,5706.14,Healthcare,UPI,Success
1217062,503107,2025-04-12 23:30:54,Transfer,3431.8,Utilities,UPI,Success
1217063,513075,2025-06-17 00:43:41,Withdrawal,1276.98,Shopping,POS,Reversed
1217064,506415,2025-07-03 02:02:46,Withdrawal,1366.55,Travel,UPI,Success
1217065,509027,2025-07-03 07:47:57,Interest,1074.81,Other,Internet Banking,Success
1217066,513650,2025-10-18 02:54:57,Deposit,3949.45,Groceries,UPI,Success
1217067,513089,2025-06-05 09:08:33,Transfer,1834.84,Fuel,POS,Success
1217068,503759,2025-03-24 16:30:28,Transfer,434.92,Dining,UPI,Success
1217069,513838,2025-10-15 22:29:24,Deposit,3843.26,Fuel,POS,Success
1217070,507577,2025-06-02 10:20:54,Payment,4378.54,Other,Branch,Success
1217071,503738,2025-05-21 05:46:29,Payment,4262.21,Travel,POS,Success
1217072,511292,2025-12-22 11:16:18,Withdrawal,2881.51,Healthcare,ATM,Success
1217073,505453,2025-10-15 07:10:34,Interest,1351.77,Education,POS,Success
1217074,508175,2025-11-20 17:39:58,Deposit,5132.69,Education,Mobile,Success
1217075,508409,2025-09-12 11:20:22,Deposit,2533.15,Other,UPI,Success
1217076,503900,2025-02-24 07:52:31,Payment,6525.66,Shopping,UPI,Success
1217077,503145,2025-07-12 06:44:20,Payment,9211.89,Utilities,ATM,Success
1217078,501985,2025-11-21 02:58:47,Deposit,6530.06,Shopping,Mobile,Success
1217079,500820,2025-12-19 08:52:48,Fee,7554.41,Shopping,Internet Banking,Success
1217080,507070,2025-07-23 04:03:44,Transfer,2088.27,Education,UPI,Success
1217081,506315,2025-03-17 22:04:33,Withdrawal,3426.62,Other,UPI,Success
1217082,508092,2025-03-19 04:04:15,Transfer,1929.57,Fuel,UPI,Success
1217083,505697,2025-08-10 21:36:07,Withdrawal,8964.44,Fuel,Internet Banking,Success
1217084,502072,2025-04-26 11:46:32,Transfer,7934.88,Other,Mobile,Success
1217085,501888,2025-08-07 17:30:17,Fee,455.43,Other,Mobile,Success
1217086,509406,2025-09-02 08:45:56,Fee,11306.85,Fuel,Internet Banking,Success
1217087,500881,2025-10-06 22:13:13,Payment,2114.98,Utilities,UPI,Success
1217088,508554,2025-03-15 22:24:17,Deposit,3221.78,Fuel,UPI,Success
1217089,510978,2025-03-05 05:14:31,Transfer,3399.4,Travel,Branch,Success
1217090,503632,2025-01-04 17:09:59,Withdrawal,8222.27,Travel,ATM,Success
1217091,508839,2025-05-07 12:36:51,Payment,3607.49,Dining,UPI,Success
1217092,513249,2025-07-24 02:45:57,Withdrawal,1923.78,Fuel,UPI,Success
1217093,503275,2025-03-22 15:25:39,Deposit,18599.47,Utilities,Branch,Success
1217094,513939,2025-09-03 14:05:54,Deposit,8204.63,Shopping,POS,Success
1217095,509555,2025-06-18 23:40:22,Interest,11029.04,Education,UPI,Success
1217096,503105,2025-11-22 08:35:24,Deposit,5691.37,Shopping,Internet Banking,Success
1217097,505832,2025-07-10 05:42:34,Transfer,24881.52,Education,Mobile,Success
1217098,509872,2025-07-15 22:17:30,Deposit,7883.12,Other,Mobile,Success
1217099,511088,2025-03-15 09:18:48,Interest,42315.85,Shopping,UPI,Success
1217100,509598,2025-04-11 11:57:39,Transfer,22176.51,Travel,Mobile,Reversed
1217101,504459,2025-10-25 07:49:37,Deposit,4128.83,Travel,UPI,Success
1217102,500239,2025-02-11 00:31:39,Transfer,2765.89,Utilities,Branch,Success
1217103,506410,2025-07-26 22:47:00,Payment,10848.98,Healthcare,Mobile,Success
1217104,513068,2025-06-24 02:29:36,Interest,17671.4,Healthcare,UPI,Success
1217105,504120,2025-01-30 18:59:33,Fee,52183.69,Travel,POS,Success
1217106,501577,2025-03-18 01:31:26,Withdrawal,5329.22,Groceries,POS,Success
1217107,502710,2025-12-29 15:05:01,Deposit,1612.0,Healthcare,UPI,Success
1217108,500264,2025-05-31 00:48:29,Transfer,4564.99,Other,UPI,Success
1217109,509209,2025-05-24 17:26:40,Withdrawal,8057.15,Travel,POS,Success
1217110,510348,2025-07-01 00:18:08,Withdrawal,15914.39,Fuel,UPI,Success
1217111,501217,2025-11-17 07:29:33,Deposit,5457.29,Dining,Internet Banking,Success
1217112,510880,2025-07-06 23:37:56,Deposit,4548.81,Dining,ATM,Success
1217113,508558,2025-08-06 07:32:42,Deposit,1140.61,Healthcare,ATM,Success
1217114,503720,2025-03-29 19:52:15,Deposit,4030.68,Utilities,UPI,Success
1217115,508752,2025-02-01 23:26:22,Payment,5670.21,Fuel,POS,Success
1217116,509157,2025-04-11 21:49:11,Payment,6897.71,Education,Mobile,Success
1217117,511043,2025-10-01 04:02:49,Transfer,4353.89,Travel,UPI,Success
1217118,512413,2025-10-22 01:41:42,Transfer,3959.57,Shopping,POS,Success
1217119,511142,2025-04-09 21:06:33,Withdrawal,40107.73,Travel,UPI,Success
1217120,503272,2025-11-01 15:56:07,Payment,1353.08,Fuel,POS,Success
1217121,503124,2025-05-10 04:12:25,Transfer,13303.41,Education,Internet Banking,Success
1217122,501285,2025-01-11 09:41:40,Fee,6369.45,Utilities,Internet Banking,Success
1217123,504685,2025-06-06 15:32:35,Payment,8054.7,Other,POS,Success
1217124,506995,2025-06-22 20:31:42,Fee,14011.35,Utilities,POS,Reversed
1217125,507915,2025-07-06 02:47:07,Fee,7703.78,Healthcare,Branch,Success
1217126,513738,2025-08-06 21:50:15,Transfer,9085.11,Shopping,UPI,Success
1217127,501676,2025-10-20 04:10:11,Interest,1549.92,Groceries,POS,Success
1217128,507424,2025-05-04 08:44:03,Withdrawal,7330.86,Healthcare,POS,Success
1217129,504593,2025-04-23 15:03:54,Deposit,31592.84,Fuel,UPI,Success
1217130,510272,2025-09-08 06:37:39,Fee,6148.17,Shopping,POS,Success
1217131,500146,2025-01-27 21:28:02,Interest,3028.34,Other,Mobile,Success
1217132,501908,2025-08-20 08:37:35,Deposit,17803.4,Utilities,Mobile,Success
1217133,513197,2025-10-12 04:27:34,Withdrawal,21985.44,Other,Internet Banking,Success
1217134,505192,2025-12-31 10:00:31,Deposit,1145.79,Groceries,POS,Success
1217135,510120,2025-05-07 21:05:41,Deposit,13057.33,Travel,POS,Success
1217136,507838,2025-06-18 21:21:45,Payment,4441.27,Fuel,ATM,Success
1217137,504863,2025-03-20 23:24:42,Deposit,3532.8,Utilities,UPI,Success
1217138,510752,2025-04-14 14:30:51,Transfer,11115.28,Education,POS,Success
1217139,512120,2025-07-03 01:05:13,Deposit,8540.06,Other,UPI,Success
1217140,501850,2025-02-11 07:20:05,Withdrawal,3297.26,Healthcare,Mobile,Success
1217141,512105,2025-05-26 15:33:51,Transfer,6761.88,Groceries,Internet Banking,Success
1217142,511572,2025-01-06 19:13:43,Withdrawal,6078.95,Dining,ATM,Success
1217143,508820,2025-03-27 13:33:20,Fee,1325.16,Travel,POS,Success
1217144,505275,2025-03-01 14:42:41,Transfer,13047.95,Fuel,ATM,Success
1217145,510017,2025-10-19 17:36:35,Transfer,3319.05,Groceries,Mobile,Success
1217146,500481,2025-04-29 13:19:15,Payment,4666.46,Education,UPI,Success
1217147,503302,2025-12-21 06:38:57,Withdrawal,12362.91,Groceries,ATM,Success
1217148,503972,2025-01-25 17:22:11,Withdrawal,16457.7,Healthcare,POS,Success
1217149,510506,2025-10-04 08:29:17,Fee,3733.37,Education,ATM,Failed
1217150,507551,2025-04-03 16:23:36,Interest,7051.87,Utilities,UPI,Success
1217151,506561,2025-10-09 09:28:03,Withdrawal,15860.75,Shopping,UPI,Success
1217152,505595,2025-06-26 10:10:48,Deposit,2862.09,Shopping,Mobile,Failed
1217153,504496,2025-12-20 14:57:05,Deposit,3320.46,Other,UPI,Success
1217154,510045,2025-07-27 02:28:20,Withdrawal,20739.4,Utilities,ATM,Success
1217155,506861,2025-12-30 04:09:44,Withdrawal,4969.64,Other,ATM,Success
1217156,505806,2025-03-04 12:32:47,Deposit,2640.11,Utilities,POS,Success
1217157,503271,2025-07-26 20:41:35,Deposit,2826.6,Education,Internet Banking,Success
1217158,501616,2025-11-30 12:48:38,Deposit,6516.09,Education,UPI,Success
1217159,504156,2025-11-28 03:03:50,Interest,10148.09,Groceries,ATM,Success
1217160,503686,2025-05-07 17:54:36,Payment,7282.79,Education,ATM,Success
1217161,503938,2025-10-25 19:32:38,Deposit,10449.32,Utilities,POS,Success
1217162,501735,2025-06-29 13:47:40,Transfer,2176.91,Healthcare,UPI,Success
1217163,503066,2025-09-14 07:53:05,Transfer,7954.71,Other,UPI,Success
1217164,500656,2025-12-25 08:41:21,Withdrawal,18638.84,Other,Internet Banking,Success
1217165,502122,2025-04-15 22:28:40,Transfer,2445.88,Education,ATM,Success
1217166,507210,2025-02-07 15:32:29,Interest,2609.71,Healthcare,UPI,Success
1217167,504117,2025-11-08 01:37:42,Interest,4575.75,Other,POS,Success
1217168,513998,2025-06-29 13:49:05,Withdrawal,6864.96,Utilities,UPI,Success
1217169,504781,2025-10-10 09:59:36,Withdrawal,639.03,Dining,UPI,Success
1217170,512603,2025-02-06 20:40:52,Payment,16432.12,Other,Internet Banking,Success
1217171,505395,2025-01-19 22:40:59,Withdrawal,6463.61,Utilities,UPI,Success
1217172,506233,2025-03-15 06:08:30,Deposit,579.21,Education,UPI,Success
1217173,508725,2025-02-10 07:38:57,Deposit,3433.13,Fuel,ATM,Success
1217174,511410,2025-01-02 12:46:04,Deposit,2090.55,Dining,Mobile,Success
1217175,509087,2025-03-16 01:44:07,Deposit,7478.46,Education,UPI,Success
1217176,509415,2025-04-23 13:03:34,Transfer,6635.02,Dining,Mobile,Success
1217177,513664,2025-12-10 10:14:27,Interest,26255.92,Travel,POS,Success
1217178,504590,2025-03-12 08:18:50,Deposit,4635.06,Utilities,ATM,Failed
1217179,500710,2025-06-05 12:04:33,Withdrawal,7745.14,Fuel,UPI,Success
1217180,503372,2025-09-07 11:56:11,Withdrawal,970.94,Dining,ATM,Success
1217181,511014,2025-02-07 12:39:52,Payment,1642.13,Groceries,Mobile,Failed
1217182,503100,2025-02-08 21:52:33,Transfer,1331.75,Other,POS,Reversed
1217183,506678,2025-11-12 18:29:06,Fee,2478.19,Travel,UPI,Success
1217184,506156,2025-03-11 17:02:15,Deposit,5523.21,Travel,POS,Success
1217185,506533,2025-03-18 21:48:09,Transfer,23238.2,Fuel,UPI,Success
1217186,503234,2025-10-26 07:59:15,Deposit,1645.69,Utilities,POS,Success
1217187,500221,2025-08-31 18:15:44,Payment,4391.24,Dining,ATM,Success
1217188,512856,2025-05-12 06:46:36,Withdrawal,4550.03,Travel,POS,Success
1217189,512854,2025-04-04 01:34:46,Deposit,17195.7,Healthcare,UPI,Success
1217190,513312,2025-04-05 01:13:46,Interest,2869.42,Fuel,UPI,Success
1217191,506140,2025-05-18 23:02:35,Payment,4340.93,Healthcare,POS,Success
1217192,506456,2025-03-28 01:18:10,Deposit,26533.15,Fuel,ATM,Success
1217193,511100,2025-11-12 20:40:35,Transfer,4399.48,Groceries,ATM,Success
1217194,512671,2025-03-23 15:02:44,Interest,1049.9,Dining,Internet Banking,Success
1217195,505555,2025-03-08 04:59:47,Deposit,44810.86,Fuel,Internet Banking,Success
1217196,508572,2025-01-25 18:33:15,Withdrawal,832.26,Other,Branch,Success
1217197,511679,2025-01-01 22:27:35,Withdrawal,1946.34,Travel,POS,Success
1217198,513844,2025-02-20 13:36:00,Payment,2205.76,Fuel,ATM,Success
1217199,501092,2025-09-18 00:53:51,Deposit,5142.69,Fuel,Internet Banking,Success
1217200,508184,2025-02-28 16:48:03,Deposit,1821.28,Fuel,UPI,Success
1217201,501481,2025-12-12 14:38:26,Withdrawal,4849.22,Shopping,Internet Banking,Reversed
1217202,504584,2025-12-17 20:52:14,Deposit,1288.81,Healthcare,Mobile,Success
1217203,511996,2025-11-12 10:36:51,Transfer,9566.78,Travel,Branch,Success
1217204,500106,2025-01-07 16:01:53,Payment,11554.69,Utilities,UPI,Success
1217205,511745,2025-12-06 17:46:14,Withdrawal,7232.97,Shopping,UPI,Success
1217206,504355,2025-07-30 21:44:38,Payment,1359.9,Education,Internet Banking,Failed
1217207,507155,2025-03-20 16:31:09,Fee,15030.35,Shopping,UPI,Success
1217208,505544,2025-01-26 17:28:18,Interest,2322.72,Fuel,Internet Banking,Success
1217209,509306,2025-11-17 07:04:16,Transfer,45025.76,Groceries,Internet Banking,Success
1217210,508761,2025-03-13 17:33:55,Deposit,11679.5,Dining,POS,Success
1217211,513379,2025-01-22 06:16:49,Transfer,25955.98,Other,ATM,Failed
1217212,508715,2025-06-07 18:16:03,Withdrawal,9684.4,Travel,UPI,Success
1217213,510701,2025-04-06 15:13:40,Transfer,7737.22,Utilities,Internet Banking,Success
1217214,511725,2025-07-20 02:12:54,Deposit,4578.63,Education,Internet Banking,Success
1217215,511872,2025-05-09 08:53:32,Interest,3309.62,Fuel,Internet Banking,Success
1217216,507077,2025-12-12 04:55:24,Interest,14366.33,Groceries,Mobile,Success
1217217,505604,2025-01-22 14:20:44,Payment,16178.42,Education,POS,Success
1217218,513941,2025-08-08 09:26:08,Fee,8213.14,Dining,ATM,Success
1217219,508509,2025-07-22 14:02:37,Withdrawal,2111.64,Shopping,Branch,Success
1217220,504750,2025-01-15 20:25:02,Payment,1785.78,Groceries,Internet Banking,Success
1217221,510312,2025-03-25 14:13:11,Deposit,6353.45,Travel,POS,Success
1217222,503839,2025-09-13 02:01:08,Withdrawal,3634.67,Shopping,POS,Success
1217223,509043,2025-07-30 18:04:52,Payment,7983.32,Dining,POS,Success
1217224,502012,2025-09-01 07:02:22,Fee,24940.87,Healthcare,UPI,Success
1217225,506208,2025-03-19 10:08:52,Deposit,8637.32,Fuel,POS,Success
1217226,503539,2025-07-17 21:10:34,Interest,3231.56,Utilities,ATM,Success
1217227,509296,2025-01-04 04:21:45,Interest,10289.71,Other,Branch,Success
1217228,504389,2025-04-14 19:04:40,Withdrawal,1290.23,Dining,UPI,Success
1217229,511176,2025-01-06 16:01:21,Transfer,22970.21,Travel,Mobile,Success
1217230,508018,2025-06-19 10:47:07,Transfer,1322.09,Other,Mobile,Success
1217231,513280,2025-05-15 16:50:06,Transfer,2158.37,Healthcare,Internet Banking,Success
1217232,500227,2025-04-21 01:50:20,Fee,7343.62,Travel,UPI,Success
1217233,505262,2025-09-17 13:37:23,Transfer,3269.0,Fuel,Internet Banking,Success
1217234,509618,2025-07-24 16:28:21,Withdrawal,11143.29,Healthcare,POS,Success
1217235,509123,2025-02-12 13:20:41,Transfer,3987.15,Healthcare,ATM,Success
1217236,512267,2025-04-22 12:08:29,Withdrawal,803.2,Travel,Mobile,Success
1217237,503877,2025-08-11 10:46:12,Deposit,24911.1,Dining,ATM,Success
1217238,506296,2025-12-26 14:53:18,Deposit,13672.87,Other,Internet Banking,Success
1217239,510977,2025-12-09 13:00:30,Withdrawal,7829.63,Dining,Branch,Success
1217240,513172,2025-09-28 02:11:44,Transfer,3363.51,Shopping,Mobile,Success
1217241,512125,2025-01-07 02:47:16,Deposit,12576.88,Education,ATM,Success
