customer_id,loans,exposure,defaults,credit_score,risk_segment,annual_income,exposure_to_income
102501,3,189352.81,0,705,Medium,935583.49,0.20239007210355967
102502,1,0.0,0,702,Medium,3144360.05,0.0
102504,3,1845717.62,0,760,Low,369150.97,4.9998991469533465
102505,1,140992.31,0,733,Medium,475478.04,0.29652749052301136
102506,3,748895.64,0,622,High,896659.67,0.8352061156045972
102507,3,2075568.71,0,683,Medium,1083448.49,1.9157059418671578
102508,1,94801.86,0,770,Low,2279176.12,0.041594793473002864
102509,1,650249.51,0,609,High,2070791.74,0.31401009451582995
102510,4,3632178.83,0,693,Medium,1313542.05,2.765178952588537
102511,3,1413603.16,0,706,Medium,1126898.08,1.254419707592367
102512,2,1641706.66,0,788,Low,639992.18,2.5651979997630594
102513,1,0.0,0,739,Medium,1148144.8,0.0
102514,1,1019682.41,0,806,Low,1098768.59,0.9280228969777885
102515,1,0.0,0,760,Low,1062633.58,0.0
102516,2,181950.14,1,646,High,685528.13,0.26541600853053254
102518,2,256795.03,0,729,Medium,824494.67,0.31145747734184864
102520,5,3687882.63,0,680,Medium,1849335.23,1.9941666444109216
102521,6,3334218.11,0,751,Low,560279.77,5.950987860939544
102522,1,1596847.54,0,803,Low,592909.43,2.693240247502894
102523,1,829423.59,0,707,Medium,1233603.94,0.6723580908796384
102524,3,0.0,0,768,Low,493066.19,0.0
102525,3,248645.47,0,761,Low,606330.82,0.41008218912573174
102527,3,364955.84,0,692,Medium,808555.63,0.4513676319339957
102529,2,1147134.79,0,653,High,543040.88,2.112428055140158
102531,4,1104270.46,0,700,Medium,571495.72,1.9322462467435453
102532,1,0.0,0,736,Medium,823666.61,0.0
102533,1,0.0,0,749,Medium,676228.1,0.0
102534,4,400583.98,0,712,Medium,936775.52,0.42762003430661805
102535,3,1317087.5,0,719,Medium,1427033.77,0.9229546824249296
102536,4,439797.56,0,732,Medium,1423436.59,0.30896884560203697
102537,2,0.0,0,619,High,542064.04,0.0
102538,3,946596.69,1,647,High,570058.18,1.6605264571416198
102539,3,1430237.03,0,720,Medium,549059.1,2.60488721523785
102540,2,300237.78,0,728,Medium,1375765.21,0.2182332986890983
102541,1,445837.75,0,673,High,442717.52,1.0070479026897332
102542,1,348759.04,0,751,Low,564304.83,0.6180330584801126
102543,3,2917377.96,0,694,Medium,733396.01,3.977902688617027
102544,3,1187336.97,0,723,Medium,887421.79,1.3379623797608124
102545,1,0.0,0,688,Medium,1566883.38,0.0
102547,3,1274757.27,0,759,Low,543988.53,2.3433532137157376
102548,1,96811.02,0,642,High,1013762.87,0.0954967111786211
102549,3,940614.9099999999,0,640,High,643277.63,1.4622223222654267
102550,2,92439.51,0,689,Medium,721855.19,0.12805824669626606
102551,3,5083762.06,0,720,Medium,1633064.4,3.1130199519382087
102552,1,2149521.77,0,642,High,639269.09,3.3624678615385584
102554,2,673253.09,1,622,High,446419.05,1.5081190867638825
102555,4,1765406.23,2,628,High,808568.21,2.183373286466457
102556,1,780371.91,0,715,Medium,442833.07,1.7622259105445761
102557,3,1297250.07,0,689,Medium,1398190.63,0.9278062963417228
102558,1,1188682.3,1,693,Medium,965028.13,1.231759223433207
102559,1,788577.79,1,656,High,311582.54,2.5308792655711714
102560,1,0.0,0,676,High,274240.96,0.0
102561,1,543930.13,0,675,High,389125.28,1.3978277895489082
102563,1,128812.37,0,741,Medium,537210.6,0.23978002295561554
102564,4,1787372.52,0,676,High,668964.57,2.671849302871152
102565,1,0.0,0,666,High,692483.55,0.0
102567,5,1403407.8,0,629,High,1025795.64,1.3681163628264204
102568,2,2375151.67,0,746,Medium,271012.7,8.76398659546213
102569,1,471508.79,0,689,Medium,1804234.51,0.26133453682803126
102570,2,890851.53,0,680,Medium,747479.48,1.1918073389787236
102571,2,29535.2,0,681,Medium,1121762.12,0.026329289849794532
102573,1,2327883.61,0,583,Very High,954002.84,2.4401223061348536
102574,1,72028.36,0,717,Medium,1608663.91,0.044775269434620436
102575,2,652820.29,0,673,High,835366.47,0.7814777267754116
102576,2,1547517.8900000001,0,683,Medium,673930.65,2.296256877469514
102577,2,1702408.94,0,675,High,661214.81,2.574668495401668
102578,2,1382546.81,0,638,High,709354.01,1.949022336534053
102580,3,1260394.88,0,679,High,620026.94,2.03280663901475
102582,3,905656.8,0,702,Medium,1957611.18,0.46263364719852085
102583,2,480500.77999999997,1,592,Very High,234400.86,2.049910482410346
102584,2,955615.28,0,694,Medium,1089338.3,0.8772438093841004
102585,2,396532.83999999997,0,777,Low,388919.25,1.0195762745094257
102586,2,270645.54,0,727,Medium,678628.05,0.39881278116930174
102587,4,168594.24,0,727,Medium,1662117.87,0.10143338390315242
102589,2,138847.36000000002,0,703,Medium,1970246.78,0.07047206543334639
102590,1,0.0,0,727,Medium,936370.1,0.0
102591,1,0.0,0,671,High,742382.4,0.0
102592,5,2128045.14,0,636,High,363919.36,5.847573319539802
102593,1,0.0,0,626,High,978377.72,0.0
102597,1,0.0,0,768,Low,553511.22,0.0
102599,1,0.0,0,772,Low,1061084.78,0.0
102600,2,1208701.04,0,699,Medium,1161285.72,1.040830020711871
102601,3,4507625.4399999995,0,750,Low,492359.71,9.15514683360261
102603,2,1983944.4600000002,0,726,Medium,1258919.94,1.575909950238774
102604,1,0.0,0,788,Low,615842.91,0.0
102605,3,868438.16,2,722,Medium,1381527.31,0.628607305634805
102606,2,282809.01,0,744,Medium,382740.2,0.7389059471672952
102607,4,1046628.59,0,728,Medium,526024.03,1.9896972957680277
102608,1,74641.68,0,696,Medium,775739.37,0.09622004875168318
102609,2,0.0,0,674,High,645357.19,0.0
102611,2,541304.27,0,735,Medium,397758.35,1.360887257300821
102612,2,2510796.1300000004,0,801,Low,781671.75,3.212085034415022
102613,3,687707.29,0,705,Medium,731930.32,0.9395802731604288
102614,1,0.0,0,740,Medium,712191.98,0.0
102615,2,1359707.81,0,665,High,540745.96,2.514503871651672
102617,2,378452.76,1,736,Medium,869362.36,0.43532222858141684
102618,1,167091.29,0,667,High,1164582.51,0.1434774166409214
102619,1,94362.45,0,639,High,1857043.52,0.05081326796261619
102621,2,281897.57,0,675,High,476061.04,0.5921458517168303
102622,3,4746501.99,0,738,Medium,1738695.15,2.729921912993201
102624,4,1257383.95,0,735,Medium,1288241.45,0.9760468039589939
102625,1,0.0,0,733,Medium,1075526.99,0.0
102626,2,985708.5,0,703,Medium,286934.49,3.4353085263469025
102627,2,208257.12,0,663,High,431627.97,0.4824921795499027
102628,4,4079788.1799999997,0,693,Medium,233786.22,17.450935217653118
102629,5,2717106.0799999996,0,581,Very High,867691.44,3.1314197129799966
102630,2,0.0,0,609,High,519258.48,0.0
102632,2,293482.49,0,587,Very High,541778.19,0.5417022970230677
102633,2,113258.06,0,779,Low,806305.84,0.14046538469819345
102634,2,0.0,0,675,High,1016003.17,0.0
102635,3,1162300.77,0,683,Medium,639396.09,1.8178102559244615
102637,2,359105.96,0,557,Very High,999108.15,0.3594265145369898
102640,3,978924.46,0,727,Medium,852091.35,1.1488491932232383
102641,2,218976.84,0,641,High,431096.65,0.5079530077535976
102642,1,159469.69,0,687,Medium,264684.3,0.6024901741433096
102643,2,283947.02,0,784,Low,594091.66,0.47795153360678383
102644,4,2240411.38,0,642,High,1093419.06,2.0489960912150185
102645,4,1812601.04,0,723,Medium,840297.83,2.157093562885912
102646,5,4091974.7600000002,0,654,High,1088049.13,3.7608363879671507
102647,1,303871.98,0,796,Low,328418.88,0.9252573420870323
102648,4,2891877.1399999997,0,790,Low,731777.91,3.9518508286209397
102649,1,1892438.23,0,748,Medium,1231255.47,1.5369988407036275
102651,1,0.0,0,651,High,489682.3,0.0
102653,2,590544.05,0,663,High,295074.97,2.001335626671419
102654,1,106326.08,0,804,Low,3894789.47,0.027299570572167538
102655,1,1113794.37,0,700,Medium,882037.75,1.2627513618323027
102656,2,233301.14,0,667,High,512361.56,0.45534473741550796
102657,2,3387592.75,1,695,Medium,839983.41,4.032928162235966
102659,2,3332308.68,0,658,High,514851.8,6.4723648242076655
102660,2,642058.7,0,695,Medium,391994.87,1.6379262820454767
102661,2,400806.19,0,786,Low,1064242.86,0.3766115846903591
102662,3,1613898.08,0,638,High,1045700.84,1.5433650029390815
102663,3,1315360.18,0,629,High,643142.36,2.045208435656454
102664,5,4542645.07,0,745,Medium,899509.44,5.050136071946061
102665,3,1834922.43,0,679,High,1687655.5,1.0872612508891772
102667,1,0.0,0,678,High,670947.78,0.0
102668,3,1593990.6,0,712,Medium,475107.63,3.3550094743795214
102669,1,0.0,0,762,Low,782692.85,0.0
102673,2,204092.07,0,782,Low,1051007.06,0.19418715417572932
102675,2,2404855.87,0,643,High,1156010.32,2.08030657546379
102676,1,0.0,0,664,High,737822.86,0.0
102677,1,386924.38,0,707,Medium,736543.16,0.5253247888419736
102678,1,0.0,0,728,Medium,1199521.06,0.0
102679,2,5276318.6,0,788,Low,1108179.05,4.761250990983812
102680,4,3698939.51,0,721,Medium,493139.53,7.500797005666935
102681,1,0.0,0,636,High,212450.36,0.0
102682,3,3258123.1900000004,0,693,Medium,1115606.34,2.920495405216145
102683,3,633542.6699999999,0,647,High,1152658.16,0.5496362165171329
102685,3,599298.73,0,689,Medium,399487.44,1.5001691417382232
102686,1,29628.34,0,611,High,516016.95,0.05741737747180591
102687,2,2523107.51,0,712,Medium,559885.71,4.50646884700808
102689,1,2737884.56,0,680,Medium,706679.68,3.874293597914121
102690,3,3862095.37,0,673,High,320865.03,12.036510709814653
102691,1,665426.73,0,673,High,557938.95,1.192651507839702
102692,2,24543.11,0,714,Medium,1291901.89,0.01899765778653672
102693,1,56487.59,0,700,Medium,799525.54,0.0706513890725742
102694,2,996380.24,0,710,Medium,804074.41,1.2391642211322207
102695,1,1478629.11,0,672,High,456933.49,3.23598322810613
102696,1,0.0,0,683,Medium,814601.72,0.0
102697,1,817744.0,0,769,Low,896610.17,0.9120396214109415
102698,1,2455027.02,0,731,Medium,2070736.95,1.1855813071766552
102699,3,3088689.9299999997,0,748,Medium,1087922.55,2.839071522140983
102700,1,158634.25,0,632,High,2029952.84,0.07814676620763268
102701,1,219835.74,0,707,Medium,547773.4,0.4013260592792567
102702,1,962835.69,0,747,Medium,468878.48,2.0534866304804607
102703,1,263834.05,0,680,Medium,526694.23,0.5009245117418507
102704,2,756963.63,0,666,High,1621334.54,0.4668768914279714
102705,2,779971.37,0,613,High,706800.17,1.1035245930968012
102706,2,46146.2,0,739,Medium,560773.13,0.08229031943809433
102707,3,1544704.6800000002,0,646,High,1537331.99,1.0047957695852021
102708,2,1698217.6600000001,0,595,Very High,1189117.59,1.4281326542314456
102709,2,31262.8,0,697,Medium,1555963.17,0.020092249355747927
102710,4,1580600.74,0,706,Medium,1366022.9,1.1570821689738877
102711,3,2173812.6799999997,0,654,High,1443458.45,1.5059752360727805
102712,1,5101465.95,0,658,High,809184.49,6.304453450411537
102713,1,92655.09,0,655,High,906164.77,0.1022497155787683
102714,2,481382.27999999997,0,802,Low,785631.6,0.6127328381394027
102715,2,1005181.66,0,640,High,615648.98,1.6327187937515955
102716,1,77767.92,1,615,High,431429.78,0.18025626325563338
102717,1,41948.17,0,731,Medium,1043481.06,0.040200221746238496
102719,1,646946.18,0,591,Very High,1107419.78,0.5841923647056404
102720,2,206790.39,0,746,Medium,650898.25,0.31770002454300655
102721,1,0.0,0,725,Medium,1213367.63,0.0
102722,3,863544.77,0,734,Medium,370009.76,2.33384322078423
102723,1,0.0,0,695,Medium,2408800.56,0.0
102725,1,664875.4,0,777,Low,639521.97,1.0396443456039517
102727,2,334144.23,0,687,Medium,684084.65,0.4884545063246193
102729,3,5562598.720000001,0,749,Medium,885946.54,6.27870697480234
102730,1,1241414.62,0,770,Low,443171.72,2.8012045082660064
102731,2,118398.48999999999,0,578,Very High,298414.41,0.39675862167648
102732,2,1233844.75,0,665,High,1480177.3,0.8335790246209018
102733,2,1738229.79,0,707,Medium,537580.07,3.233434211949115
102734,1,0.0,0,709,Medium,447761.02,0.0
102736,5,1770404.0300000003,0,679,High,437217.95,4.0492482753738726
102737,2,1789028.3900000001,0,733,Medium,590592.98,3.029207001410684
102738,1,586636.18,0,738,Medium,2858919.87,0.2051950410208594
102739,2,1695947.87,1,575,Very High,971377.34,1.7459207664860703
102740,1,386453.6,0,743,Medium,871371.85,0.44350021176378374
102741,1,3060314.47,0,678,High,632264.37,4.840245022821704
102742,1,59711.08,0,688,Medium,1833883.97,0.03255990072261769
102743,1,1399658.07,0,774,Low,1903231.49,0.7354113660656172
102746,2,324005.01,0,672,High,544333.11,0.5952329631390603
102747,1,959062.15,0,639,High,1007755.87,0.9516810356063716
102748,5,4829663.08,0,699,Medium,615495.42,7.846789631675894
102749,1,0.0,0,741,Medium,435858.19,0.0
102750,2,1649194.72,0,710,Medium,814025.54,2.0259741727513854
102752,2,1113016.95,0,751,Low,341209.14,3.2619787090111356
102753,3,161309.94,0,768,Low,1017969.96,0.15846237741632377
102754,3,508672.86,1,781,Low,485046.56,1.0487093445214826
102755,4,186789.06,0,670,High,241313.34,0.7740519442480884
102756,1,177950.94,0,726,Medium,368463.37,0.4829542214739012
102757,1,0.0,0,663,High,463339.0,0.0
102760,1,117608.81,0,764,Low,2217390.71,0.05303928147150937
102762,1,547414.94,0,753,Low,1449155.89,0.377747448550894
102763,2,465718.77,0,597,Very High,608082.38,0.765881047235738
102764,1,829718.54,0,763,Low,397783.48,2.0858546966304385
102765,3,1317487.85,0,704,Medium,972586.31,1.3546230668206711
102766,1,537217.26,0,621,High,773998.66,0.6940803489246351
102767,4,2665746.4899999998,0,737,Medium,699350.76,3.8117446101009453
102768,3,1292714.68,0,773,Low,834141.34,1.5497549611915888
102769,1,117760.58,0,818,Low,2280853.0,0.05163006120955625
102770,1,97032.38,0,697,Medium,535978.74,0.18103774041485304
102771,3,183648.92,0,632,High,1852782.88,0.09912058341126297
102772,4,1667192.25,0,734,Medium,332168.66,5.019113633417434
102773,2,47939.46,1,641,High,252056.87,0.19019303064423518
102774,4,2262455.93,0,728,Medium,367834.09,6.150751089981899
102775,2,1860737.7400000002,0,667,High,423327.95,4.39549937583852
102776,1,42555.94,0,594,Very High,573721.78,0.07417522130674559
102777,3,1699187.16,0,701,Medium,1262968.14,1.3453919431411785
102778,3,359263.06,0,648,High,691416.32,0.5196045415879105
102779,1,0.0,0,677,High,1136787.2,0.0
102780,3,381037.80999999994,0,694,Medium,1208063.36,0.3154121071927882
102781,1,0.0,0,701,Medium,2033291.55,0.0
102782,1,79346.54,0,707,Medium,933968.86,0.0849563014338615
102783,2,2179891.69,0,708,Medium,667054.56,3.2679361190484926
102784,3,358151.81,0,739,Medium,925028.48,0.38717922501153695
102785,1,324903.94,0,762,Low,762518.32,0.4260932904536642
102786,2,730973.95,0,695,Medium,1188958.39,0.6148019612360026
102787,4,506275.37,0,768,Low,446357.52,1.1342373485720594
102788,3,1114433.3900000001,0,775,Low,2540286.28,0.4387038574250774
102789,2,2580346.65,0,681,Medium,889385.66,2.901268556544975
102790,2,3896352.33,0,695,Medium,317655.38,12.265973049157864
102792,2,492678.77,1,712,Medium,465369.58,1.0586828000231558
102793,1,0.0,0,634,High,298347.81,0.0
102794,1,0.0,0,657,High,258918.31,0.0
102795,1,89611.01,0,713,Medium,873964.02,0.1025339807467131
102796,3,2316669.89,0,690,Medium,706940.15,3.2770382188647793
102797,1,352179.17,0,581,Very High,786170.7,0.44796781411467
102798,2,0.0,0,728,Medium,1428326.98,0.0
102799,1,1068575.82,1,611,High,1381239.27,0.7736355627942725
102801,1,1075484.37,0,614,High,519444.55,2.070450772849576
102803,4,474135.28,1,718,Medium,893894.28,0.5304153864817214
102804,1,566168.22,0,687,Medium,656693.09,0.862150414891681
102805,3,482479.8,0,751,Low,736491.38,0.6551058343683533
102806,4,2145146.46,0,667,High,456323.49,4.700933673171197
102809,1,0.0,0,794,Low,1186807.1,0.0
102811,1,0.0,0,685,Medium,695996.93,0.0
102812,2,51997.58,0,683,Medium,1796286.08,0.028947271027118353
102813,3,705938.0,0,819,Low,1172510.14,0.6020741108473484
102814,2,490488.0,0,632,High,875882.76,0.5599927551947705
102815,3,195995.79,0,707,Medium,753651.76,0.2600614772000267
102816,3,1269088.44,1,733,Medium,843735.94,1.5041298821524658
102817,1,482762.26,0,694,Medium,680812.83,0.7090968893756012
102818,1,109508.59,0,722,Medium,588032.24,0.1862288877222106
102819,2,266827.4,0,725,Medium,500484.91,0.5331377523450208
102820,3,666291.35,1,677,High,1761520.84,0.37824778161579964
102821,5,980876.6300000001,0,657,High,726077.74,1.350925081383159
102822,2,1205991.87,0,586,Very High,330659.44,3.64723254234024
102823,1,378476.93,0,672,High,2218494.44,0.17060080168602992
102824,5,3430104.75,0,723,Medium,763021.29,4.49542469516152
102825,2,441073.61,0,616,High,615136.0,0.7170342981064349
102826,3,2318538.83,0,683,Medium,2465781.73,0.9402855093747491
102828,1,277276.24,0,782,Low,386975.76,0.716520952113383
102829,1,0.0,0,733,Medium,1626033.31,0.0
102830,3,237021.83,0,707,Medium,1311959.47,0.18066246360491608
102831,1,1018061.62,0,720,Medium,343882.68,2.9604911186570955
102832,2,152332.51,0,664,High,1205332.18,0.12638218121746322
102833,3,372275.81,0,696,Medium,468324.16,0.7949105380341686
102834,1,863688.8,0,671,High,748512.1,1.153874199228042
102835,1,0.0,0,652,High,774189.08,0.0
102836,1,0.0,0,809,Low,790036.78,0.0
102837,4,1207476.78,0,729,Medium,395391.17,3.0538789725627917
102838,3,0.0,0,770,Low,617951.03,0.0
102839,5,1429132.43,0,650,High,408419.67,3.4991763006909045
102841,3,999432.35,0,643,High,848453.45,1.177946002812529
102843,1,594879.06,0,668,High,354935.56,1.6760198949916432
102844,1,0.0,0,616,High,810318.29,0.0
102845,2,62328.93,0,696,Medium,464474.97,0.13419222568656392
102846,2,185240.71,0,778,Low,320979.0,0.5771116178940054
102847,2,2511046.04,0,647,High,690748.28,3.6352548572397456
102849,1,219613.96,0,726,Medium,987581.46,0.22237553953270853
102850,2,749353.0800000001,0,760,Low,736653.08,1.0172401369719382
102851,3,290242.93,0,724,Medium,1642461.94,0.17671211912526874
102852,3,734602.6,0,753,Low,513702.8,1.4300147867599708
102854,2,293628.3,0,775,Low,302935.83,0.9692755723217025
102855,2,0.0,0,733,Medium,837681.54,0.0
102856,2,252148.58000000002,0,641,High,1033706.68,0.2439266233628286
102857,2,0.0,0,763,Low,1997144.74,0.0
102858,4,500883.77,1,706,Medium,3674263.21,0.13632223424733908
102859,1,2793159.9,0,718,Medium,766011.86,3.6463663891574734
102860,4,459850.81,0,646,High,603377.6,0.7621277455444153
102861,2,4135525.56,0,704,Medium,1681948.93,2.458769993688215
102862,2,92593.94,0,701,Medium,1610726.78,0.05748581395039573
102863,4,873876.1799999999,0,810,Low,373273.58,2.3411144715894436
102864,3,1657659.2799999998,0,692,Medium,2252720.31,0.7358477981671856
102866,3,2742365.81,0,581,Very High,2750430.88,0.9970677067151021
102867,4,452269.08,0,634,High,655405.92,0.6900594977842128
102868,2,1030537.3500000001,0,653,High,653113.29,1.577884519851066
102869,2,498077.25,0,726,Medium,1291766.62,0.3855783562513792
102870,3,1441285.42,0,809,Low,466589.64,3.0889786151274166
102871,3,4825887.930000001,0,764,Low,507993.94,9.499892715255621
102872,1,122406.13,0,757,Low,2018987.64,0.060627478630825106
102873,2,349261.82999999996,0,797,Low,599828.89,0.582269103443817
102874,2,344771.16000000003,1,625,High,321663.95,1.0718364927123478
102875,4,688563.41,0,696,Medium,1251678.37,0.5501120946909068
102876,2,2625605.61,0,767,Low,1495905.49,1.7551948485729536
102877,1,45511.33,0,654,High,1075933.29,0.04229939757696316
102878,1,93077.26,0,757,Low,460500.39,0.20212200037441877
102879,2,317781.08,0,749,Medium,188868.3,1.6825538218959986
102880,1,509513.87,0,813,Low,1238957.49,0.4112440290425138
102881,2,374587.04000000004,0,630,High,955735.39,0.39193593113675534
102882,4,1394525.73,0,642,High,1177734.28,1.1840750105363325
102884,2,1150960.63,0,721,Medium,414427.94,2.7772273992916596
102886,1,0.0,0,603,High,966707.39,0.0
102887,3,871809.88,0,614,High,1284414.66,0.6787604557549974
102888,3,1796203.98,0,728,Medium,378372.09,4.7471894134686305
102889,1,57274.48,0,820,Low,603936.27,0.09483530439395535
102890,2,3140665.07,0,698,Medium,1163308.16,2.6997705148049507
102891,3,4270575.15,0,653,High,606771.34,7.03819522853535
102892,1,0.0,0,784,Low,1921554.85,0.0
102894,1,28460.69,0,721,Medium,910297.32,0.031265268363088225
102895,3,4456023.890000001,0,735,Medium,1604494.2,2.7772140840396933
102896,2,1887850.27,0,649,High,2323236.78,0.812594861725631
102898,2,426746.67,0,714,Medium,1134639.68,0.3761076556039359
102900,2,204774.1,0,750,Low,1488922.31,0.13753175610620005
102902,1,0.0,0,749,Medium,851125.91,0.0
102903,1,1232967.56,0,758,Low,1525739.73,0.8081113283980618
102904,2,116296.56,0,717,Medium,469349.66,0.24778234632150367
102905,2,63310.7,0,845,Low,270190.18,0.23431902669445648
102906,1,0.0,0,694,Medium,670975.22,0.0
102907,1,1678955.3,0,675,High,473152.08,3.548447467461202
102909,6,1180238.94,0,719,Medium,1029914.62,1.145958040677197
102910,3,537589.71,0,690,Medium,974725.87,0.5515291289026729
102911,2,582921.1799999999,0,762,Low,950134.48,0.6135143942992154
102913,2,443050.48,0,793,Low,598453.84,0.7403252354433886
102914,2,3348168.14,0,683,Medium,260319.01,12.861788848997236
102915,1,81995.7,0,770,Low,600216.47,0.13661021331187398
102916,3,508703.89,0,748,Medium,665678.68,0.7641883468462591
102917,3,1927605.05,0,633,High,435955.22,4.421566623287594
102918,3,1160518.99,0,778,Low,687627.4,1.6877148729093692
102919,4,1578764.65,0,791,Low,569852.43,2.770479806500079
102920,1,2518135.71,0,822,Low,1529060.66,1.6468514139916464
102921,1,162105.37,0,775,Low,723961.75,0.22391427447651757
102922,1,0.0,0,775,Low,1084422.73,0.0
102923,3,222523.86,0,807,Low,1257987.18,0.176888813763587
102925,2,1548098.37,0,617,High,747503.91,2.0710237756482104
102926,1,94791.95,0,659,High,573569.96,0.1652665875318854
102927,1,592547.93,0,765,Low,837577.03,0.7074548474663876
102928,2,1252421.81,0,698,Medium,770995.74,1.6244211803297384
102929,1,451020.98,0,768,Low,531551.35,0.8484993594692215
102930,4,5000454.01,0,681,Medium,1391472.03,3.5936432081929808
102931,1,0.0,0,735,Medium,415031.69,0.0
102932,3,1000968.33,0,688,Medium,307131.41,3.259088121270306
102934,2,120512.91,0,697,Medium,761946.52,0.15816452577275372
102935,1,291640.42,0,687,Medium,452075.74,0.6451140687177772
102937,3,381288.97,0,728,Medium,548776.12,0.6947987642027863
102938,3,390686.22,0,680,Medium,927653.31,0.4211554206603326
102939,3,393249.38,0,729,Medium,937542.9,0.4194468114472415
102940,3,509335.15,0,730,Medium,705153.6,0.7223038356465883
102942,4,1929149.4,1,671,High,830404.41,2.323144454399032
102943,2,68214.02,0,731,Medium,842961.58,0.0809218612312082
102944,3,3544062.9699999997,0,730,Medium,262735.24,13.48910397402343
102945,2,683943.14,0,787,Low,800978.78,0.8538842190051527
102946,2,147528.76,0,741,Medium,1046329.68,0.14099644005128478
102948,1,2157093.02,0,700,Medium,998240.92,2.1608942057795026
102949,1,1142883.26,0,717,Medium,732755.53,1.5597060864214836
102951,1,2084505.79,0,638,High,464951.65,4.483274314651856
102952,1,65134.6,0,715,Medium,331334.2,0.19658278559834752
102953,3,3182211.83,0,778,Low,1285195.11,2.4760534842059894
102954,3,883499.05,0,749,Medium,623734.21,1.4164672000273963
102955,4,483231.79,0,743,Medium,1173110.79,0.4119234040972379
102956,2,2919160.57,0,655,High,1979756.31,1.4745049960214547
102958,5,4373240.21,0,641,High,400840.7,10.910170075044775
102959,1,93846.68,0,641,High,1128122.77,0.08318835723881364
102962,3,298912.36,0,715,Medium,722794.84,0.4135507663557753
102963,1,0.0,0,745,Medium,1388451.18,0.0
102964,2,295049.16,0,702,Medium,2014898.79,0.14643373724989928
102965,2,553782.75,0,615,High,1549274.7,0.357446455428466
102966,4,1742415.26,0,673,High,868382.04,2.0065077117440153
102967,9,2703739.1599999997,1,802,Low,965945.72,2.7990591024100193
102968,3,2262943.23,0,628,High,571998.88,3.956202204451869
102969,1,0.0,0,649,High,1038962.19,0.0
102970,5,1100458.76,0,788,Low,833607.12,1.3201167955475237
102971,3,2617309.6399999997,0,737,Medium,474898.82,5.511299522706752
102972,1,0.0,0,656,High,496597.14,0.0
102973,2,645795.49,0,719,Medium,746411.33,0.8652005456562403
102974,2,2838866.11,0,619,High,1352579.78,2.0988529859584326
102975,1,2919368.66,0,725,Medium,2168783.23,1.346085961758382
102976,2,207290.91,0,733,Medium,383948.06,0.5398931042912419
102977,2,65347.94,0,677,High,1255096.63,0.05206606283374373
102978,2,157440.09,1,672,High,656907.97,0.23966841199993358
102980,4,1920707.57,0,693,Medium,476642.56,4.029660234285415
102982,2,224081.78,0,746,Medium,3120174.11,0.07181707561825773
102983,2,3911407.04,0,718,Medium,722890.61,5.4107868962359325
102985,3,3453708.39,1,625,High,710592.46,4.860322314706239
102986,2,1158734.26,0,687,Medium,865181.42,1.3392962830847661
102987,2,0.0,0,589,Very High,637912.32,0.0
102988,4,625282.7,0,766,Low,590868.72,1.0582430222402024
102989,1,307456.73,0,711,Medium,429894.24,0.7151915550206023
102990,4,504374.81,0,725,Medium,469155.65,1.0750692440770988
102993,2,106344.67,1,673,High,817837.37,0.13003156116478268
102994,3,2912954.39,0,620,High,1041917.56,2.795762833673712
102995,3,212775.66999999998,0,603,High,613441.98,0.3468554108409731
102997,3,230635.82,0,752,Low,763617.88,0.30203040819316596
102999,2,831297.49,0,709,Medium,639576.91,1.2997615720680098
103001,1,805783.03,0,657,High,653161.85,1.233665178087177
103002,3,1196010.64,0,622,High,729338.37,1.6398570117735611
103003,1,273026.06,0,627,High,617066.67,0.4424579600126514
103004,1,478742.33,0,577,Very High,803514.97,0.5958100942413058
103005,4,1388729.71,1,607,High,550564.34,2.5223749689273376
103006,3,1034420.22,0,673,High,1577968.02,0.6555394069393117
103008,2,3205388.3499999996,0,728,Medium,1662674.96,1.9278502576354428
103009,1,0.0,0,700,Medium,530789.44,0.0
103010,2,0.0,0,789,Low,1002269.95,0.0
103011,1,707307.25,0,640,High,609670.94,1.1601459141221329
103012,3,169069.44,0,723,Medium,814004.36,0.20770090224086762
103013,2,713703.2100000001,0,704,Medium,586877.45,1.2161026292627193
103014,2,484970.35,0,758,Low,1025664.08,0.4728354628544659
103015,1,0.0,0,629,High,1217690.71,0.0
103017,1,715924.89,0,654,High,724360.04,0.9883550312907928
103018,1,145290.6,0,725,Medium,657771.01,0.22088325236467932
103019,2,358376.83,0,682,Medium,778762.53,0.46018756192596993
103020,4,6628033.51,0,716,Medium,784809.46,8.445404710080838
103021,2,3454010.6399999997,0,709,Medium,1314464.1,2.627694921451259
103022,3,3348779.85,0,687,Medium,1049861.55,3.189734732165398
103023,3,553984.62,0,643,High,272067.83,2.0362003842938723
103024,3,4030658.06,0,696,Medium,1579394.45,2.55202749382841
103026,1,0.0,0,700,Medium,1734925.36,0.0
103027,4,1663008.2200000002,0,735,Medium,924408.8,1.7989965262122127
103028,1,0.0,0,772,Low,1920071.17,0.0
103029,1,75531.95,0,707,Medium,666804.33,0.11327453437502423
103030,1,284322.8,0,590,Very High,732278.72,0.3882712855564067
103031,3,522442.29000000004,0,742,Medium,871537.97,0.5994486849494349
103032,2,155755.61,0,705,Medium,783135.22,0.19888724963742532
103033,2,147855.58,1,666,High,413407.22,0.35765117987054024
103034,1,0.0,0,586,Very High,886227.33,0.0
103036,2,305115.64,0,700,Medium,969399.56,0.314747037846809
103037,2,356620.26,0,645,High,792393.6,0.4500544426406271
